noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,tmdbId,movieId,imdbId,adult,budget_x,genres,imdb_id,original_language,original_title,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title_x,video,vote_average,vote_count,year,title_y,test,clean_test,binary,budget_y,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code
1,3,9,9,2,11,8065,58803,478087,False,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt0478087,en,21,8.33756,/4zKAgycQDJD2zIkmPYV3aMR8tEy.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-03-27,69823199.0,123.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,21,False,6.5,1406.0,2008,21,ok,ok,PASS,35000000,81159365.0,157852532.0,2008PASS,37878971,87835235.0,170836899.0,2.0,2.0
8,4,11,5,6,8,10488,58972,410377,False,37000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0410377,en,Nim's Island,7.558125,/aK9pn7ivx4P72E5yYZ69A4sChVc.jpg,"[{'name': 'Walden Media', 'id': 10221}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-03,100076342.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Your adventure starts here.,Nim's Island,False,5.6,341.0,2008,Nim&#39;s Island,ok,ok,PASS,37000000,48006762.0,94081683.0,2008PASS,40043484,51955621.0,101820495.0,2.0,2.0
5,7,14,1,1,7,9870,58998,800039,False,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0800039,en,Forgetting Sarah Marshall,15.106676,/rAXlZmQ3gg4mScySg1kvs0ZLdCb.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Apatow Productions', 'id': 10105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-17,105173115.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"You lose some, you get some.",Forgetting Sarah Marshall,False,6.4,1194.0,2008,Forgetting Sarah Marshall,ok,ok,PASS,30000000,63172463.0,105173042.0,2008PASS,32467689,68368797.0,113824188.0,2.0,2.0
2,4,4,8,3,9,12473,59018,857191,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0857191,en,The Visitor,9.04083,/9Xwwu1bSMfVEo6VTSVnJ6KI6Rnk.jpg,"[{'name': 'Overture Films', 'id': 12807}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-07,9234510.0,104.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Released,Connection is everything.,The Visitor,False,6.9,132.0,2007,The Visitor,dubious,dubious,FAIL,4000000,9427026.0,19174817.0,2007FAIL,4494174,10591674.0,21543741.0,2.0,2.0
6,5,15,8,8,10,7459,59037,811080,False,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",tt0811080,en,Speed Racer,7.134168,/dKx5lckYIQh0MpnsXxYbSkhASK2.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Anarchos Productions', 'id': 450}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Velocity Productions', 'id': 12170}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-05-09,93945766.0,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Go!,Speed Racer,False,5.7,359.0,2008,Speed Racer,ok,ok,PASS,120000000,43945766.0,93394462.0,2008PASS,129870757,47560583.0,101076746.0,2.0,2.0
7,2,6,12,2,11,1729,59103,865556,False,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",tt0865556,en,The Forbidden Kingdom,6.997601,/4jTVS5uij49cqzLKXjaQywIp7cV.jpg,"[{'name': 'Casey Silver Productions', 'id': 877}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Huayi Brothers', 'id': 3393}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-18,127906624.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,The battle for eternity is the fantasy of a lifetime.,The Forbidden Kingdom,False,6.3,476.0,2008,The Forbidden Kingdom,notalk-disagree,notalk,FAIL,55000000,52075270.0,129075270.0,2008FAIL,59524097,56358790.0,139692526.0,2.0,2.0
2,6,11,1,3,6,8780,59258,871426,False,30000000,"[{'id': 35, 'name': 'Comedy'}]",tt0871426,en,Baby Mama,10.901355,/8YFiUegDjZPuNF1qdENDkcWfXPx.jpg,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Michaels-Goldwyn', 'id': 58553}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-23,63833449.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Would you put your eggs...in this basket?,Baby Mama,False,5.8,205.0,2008,Baby Mama,ok,ok,PASS,30000000,60494212.0,64391484.0,2008PASS,32467689,65470243.0,69688090.0,2.0,2.0
2,11,10,14,4,16,8617,59306,926129,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",tt0926129,en,Prom Night,7.18216,/uNBnpeaxPUcOtaevIjQMG6Ne3mZ.jpg,"[{'name': 'Alliance Films', 'id': 2514}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-10,14796236.0,88.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A Night To Die For.,Prom Night,False,4.8,170.0,2008,Prom Night,ok,ok,PASS,18000000,43869350.0,57109687.0,2008PASS,19480614,47477881.0,61807319.0,2.0,2.0
41,16,30,6,5,10,1726,59315,371746,False,140000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",tt0371746,en,Iron Man,22.073099,/848chlIWVT41VtAAgyh9bWymAYb.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-30,585174222.0,126.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fa', 'name': 'فارسی'}, {'iso_639_1': 'ur', 'name': 'اردو'}, {'iso_639_1': 'ar', 'name': 'العربية'}]",Released,Heroes aren't born. They're built.,Iron Man,False,7.4,8951.0,2008,Iron Man,men-disagree,men,FAIL,186000000,318604126.0,582443126.0,2008FAIL,201299674,344811326.0,630352749.0,2.0,2.0
4,9,9,3,9,12,10761,59333,866439,False,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0866439,en,Made of Honor,6.417385,/676inzl4mQBKdXTfkv6XCXGCi4.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-05-02,84601681.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,He'll do anything to get the groom out of the picture.,Made of Honor,False,6.0,410.0,2008,Made of Honor,men,men,FAIL,40000000,46012734.0,106548738.0,2008FAIL,43290252,49797572.0,115313044.0,2.0,2.0
15,6,14,19,1,10,8681,59369,936501,False,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0936501,en,Taken,16.367481,/3zlffXmo7QpVBc17QIJWrRfasVr.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'M6', 'id': 11261}, {'name': 'Wintergreen Productions', 'id': 11845}, {'name': 'All Pictures Media', 'id': 23614}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-18,226830568.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'sq', 'name': 'shqip'}]",Released,They took his daughter.  He'll take their lives.,Taken,False,7.2,4444.0,2008,Taken,ok,ok,PASS,25000000,145000989.0,226941585.0,2008PASS,27056408,156928235.0,245608963.0,2.0,2.0
0,3,7,12,0,9,13001,59392,942903,False,7000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",tt0942903,en,Stargate: The Ark of Truth,9.218164,/nOKvsS77gOFEtmEVUBcqgpmlxIV.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Kawoosh! Productions DTV I', 'id': 72565}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-03-11,8900000.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The lines have been drawn. The battle has been waged. Only one thing can save us...,Stargate: The Ark of Truth,False,6.9,143.0,2008,Stargate: The Ark of Truth,dubious-disagree,dubious,FAIL,7000000,,,2008FAIL,7575794,,,2.0,2.0
1,5,8,2,2,7,9029,59421,1033643,False,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1033643,da,What Happens in Vegas,10.054226,/NWQmNdQwm7blsBNSdpWIfqkGte.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Penn Station Entertainment', 'id': 4916}, {'name': 'Dune Entertainment III', 'id': 6332}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-05-07,170000000.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sh', 'name': ''}]",Released,Get Lucky,What Happens in Vegas,False,5.8,949.0,2008,What Happens In Vegas,ok,ok,PASS,35000000,80277646.0,218535708.0,2008PASS,37878971,86880989.0,236511649.0,2.0,2.0
0,5,16,57,5,21,2454,59501,499448,False,225000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0499448,en,The Chronicles of Narnia: Prince Caspian,12.490891,/mEHd5n927ifJEODgbtC09Faqwcg.jpg,"[{'name': 'Walt Disney', 'id': 5888}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'Ozumi Films', 'id': 11440}, {'name': 'Propeler', 'id': 11441}, {'name': 'Silverbell Films', 'id': 11442}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'SI', 'name': 'Slovenia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-05-15,419651413.0,150.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Hope has a new face.,The Chronicles of Narnia: Prince Caspian,False,6.3,1668.0,2008,The Chronicles of Narnia: Prince Caspian,ok,ok,PASS,225000000,141621490.0,419490286.0,2008PASS,243507670,153270751.0,453996009.0,2.0,2.0
20,2,16,0,1,13,217,59615,367882,False,185000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",tt0367882,en,Indiana Jones and the Kingdom of the Crystal Skull,12.577266,/qY1x6v5daMDTr904G3y84WVgpfC.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-05-21,786636033.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,False,5.7,2558.0,2008,Indiana Jones and the Kingdom of the Crystal Skull,notalk,notalk,FAIL,185000000,317023851.0,786558145.0,2008FAIL,200217418,343101064.0,851257517.0,2.0,2.0
4,13,8,17,3,7,4564,59725,1000774,False,65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt1000774,en,Sex and the City,9.170332,/5fuWykynmiJ07fKA84BVxxuiGHx.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Darren Star Productions', 'id': 1694}, {'name': 'Home Box Office (HBO)', 'id': 3268}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-05-12,415252786.0,145.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get carried away.,Sex and the City,False,6.0,525.0,2008,Sex and the City,ok,ok,PASS,57500000,152647258.0,415247258.0,2008PASS,62229738,165203458.0,449403966.0,2.0,2.0
1,2,5,38,4,17,10665,59727,482606,False,9000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt0482606,en,The Strangers,8.845536,/pZwTosOfiB9hGvXvPg9fpoOqKmp.jpg,"[{'name': 'Rogue Pictures', 'id': 134}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Intrepid Pictures', 'id': 1224}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-05-29,82391145.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lock the door. Pretend you're safe.,The Strangers,False,6.0,509.0,2008,The Strangers,dubious-disagree,dubious,FAIL,9000000,52597610.0,83051676.0,2008FAIL,9740307,56924095.0,89883201.0,2.0,2.0
7,4,15,6,0,6,9502,59784,441773,False,130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",tt0441773,en,Kung Fu Panda,16.897541,/2Paj1nufT0jeSY0G4u3RC31HIGT.jpg,"[{'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-06-04,631744560.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare for awesomeness.,Kung Fu Panda,False,6.9,3231.0,2008,Kung Fu Panda,notalk-disagree,notalk,FAIL,130000000,215434591.0,631910531.0,2008FAIL,140693320,233155446.0,683889160.0,2.0,2.0
35,5,28,9,2,13,1724,60040,800080,False,150000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",tt0800080,en,The Incredible Hulk,19.125537,/qTghl3lO8PhmIxkf8eN5WQQefHI.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Marvel Studios', 'id': 420}, {'name': 'Valhalla Motion Pictures', 'id': 11533}, {'name': 'MVL Incredible Productions', 'id': 25121}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-06-12,163712074.0,114.0,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,You'll like him when he's angry.,The Incredible Hulk,False,6.1,3086.0,2008,The Incredible Hulk,notalk,notalk,FAIL,137500000,134806913.0,263417913.0,2008FAIL,148810243,145895632.0,285085699.0,2.0,2.0
12,7,13,31,3,18,10681,60069,910970,False,180000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt0910970,en,WALL·E,16.088366,/9cJETuLMc6R0bTWRA5i7ctY9bxk.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}, {'name': 'FortyFour Studios', 'id': 93408}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-06-22,521311860.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An adventure beyond the ordinar-E.,WALL·E,False,7.8,6439.0,2008,WALL-E,notalk-disagree,notalk,FAIL,180000000,223808164.0,532590994.0,2008FAIL,194806136,242217798.0,576399965.0,2.0,2.0
5,4,9,8,1,18,8909,60072,493464,False,75000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0493464,en,Wanted,12.457896,/mUrkppyahzk6koYFekxeu0tmcPd.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Bazelevs Production', 'id': 1038}, {'name': 'Kickstart Productions', 'id': 2526}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Top Cow Productions', 'id': 2528}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Ringerike Zweite Filmproduktion', 'id': 23955}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-06-19,258270008.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Choose your destiny.,Wanted,False,6.4,2583.0,2008,Wanted,notalk,notalk,FAIL,75000000,134508551.0,342416460.0,2008FAIL,81169223,145572728.0,370582375.0,2.0,2.0
8,6,19,4,7,16,8960,60074,448157,False,150000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",tt0448157,en,Hancock,11.017324,/dsCxSr4w3g2ylhlZg3v5CB5Pid7.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Overbrook Entertainment', 'id': 12485}, {'name': 'Blue Light', 'id': 28064}, {'name': 'GH Three', 'id': 41756}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-07-01,624029371.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,Bad Behavior. Bad Attitude. Real Hero.,Hancock,False,6.2,3050.0,2008,Hancock,nowomen,nowomen,FAIL,150000000,227946274.0,624346274.0,2008FAIL,162338447,246696294.0,675702695.0,2.0,2.0
7,19,6,6,3,7,10748,60141,964587,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",tt0964587,en,St. Trinian's,5.381183,/7WkJDzTqWaw2j57Yx1KvoIb5eWA.jpg,"[{'name': 'Ealing Studios', 'id': 2650}, {'name': 'Fragile Films', 'id': 2651}, {'name': 'Entertainment Film Distributors', 'id': 23164}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2007-12-21,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Taking higher education to a new low.,St. Trinian's,False,5.6,148.0,2007,St. Trinian&#39;s,ok,ok,PASS,11400000,15000.0,22446568.0,2007PASS,12808396,16853.0,25219695.0,2.0,2.0
1,3,6,3,2,9,88751,60514,373051,False,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0373051,en,Journey to the Center of the Earth,10.419974,/nlYk34gpPfM6KFujxB9HTHZyeiL.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Walden Media', 'id': 10221}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-07-10,101702060.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'is', 'name': 'Íslenska'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Same Planet. Different World.,Journey to the Center of the Earth,False,5.8,1353.0,2008,Journey to the Center of the Earth,notalk,notalk,FAIL,45000000,101704370.0,240904370.0,2008FAIL,48701534,110070196.0,260720275.0,2.0,2.0
1,5,10,12,6,20,11260,60516,765476,False,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",tt0765476,en,Meet Dave,11.542926,/qOnhIXHq12airS0iLMFpYoo9CZa.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Guy Walks into a Bar Productions', 'id': 2645}, {'name': 'Deep River Productions', 'id': 2646}, {'name': 'Friendly Films (II)', 'id': 81136}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-07-08,50650079.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's a Whole Other World Going on Inside of Him.,Meet Dave,False,5.1,381.0,2008,Meet Dave,notalk,notalk,FAIL,60000000,11803254.0,50648806.0,2008FAIL,64935379,12774146.0,54814990.0,2.0,2.0
7,2,7,11,2,10,6687,60647,800241,False,15000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt0800241,en,Transsiberian,12.497651,/izYDkKxj9sI8KNKK0PR54dpuiFu.jpg,"[{'name': 'Lietuvos Kinostudija', 'id': 2064}, {'name': 'Scout Productions', 'id': 2065}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Castelao Producciones', 'id': 7956}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Future Films', 'id': 10843}, {'name': 'Filmax International', 'id': 12370}, {'name': 'Filmax Group', 'id': 12371}, {'name': 'Universum Film (UFA)', 'id': 12372}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'LT', 'name': 'Lithuania'}]",2008-01-18,5926410.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,You can't escape your lies.,Transsiberian,False,6.5,197.0,2008,Transsiberian,ok,ok,PASS,15000000,2203641.0,6379575.0,2008PASS,16233845,2384904.0,6904335.0,2.0,2.0
28,8,39,9,2,13,13183,60684,409459,False,130000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",tt0409459,en,Watchmen,16.551503,/1QqwJBv5a6ddgzaT6cLytJioyrJ.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DC Comics', 'id': 429}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cruel and Unusual Films', 'id': 78685}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-03-05,185258983.0,163.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Justice is coming to all of us.  No matter what we do.,Watchmen,False,7.0,2892.0,2009,Watchmen,men-disagree,men,FAIL,138000000,107509799.0,184068357.0,2009FAIL,149830960,116726786.0,199848831.0,2.0,2.0
4,4,8,5,2,16,12133,60756,838283,False,65000000,"[{'id': 35, 'name': 'Comedy'}]",tt0838283,en,Step Brothers,8.579638,/tDFNUuYkQ4ZeAlrBHeTtimAumXo.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-07-25,128107642.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,They grow up so fast.,Step Brothers,False,6.5,1084.0,2008,Step Brothers,notalk-disagree,notalk,FAIL,65000000,100468793.0,128468793.0,2008FAIL,70346660,108732985.0,139036162.0,2.0,2.0
2,1,6,11,5,0,10183,60943,978759,False,0,"[{'id': 18, 'name': 'Drama'}]",tt0978759,en,Frozen River,4.747364,/AcjPx180lhs8XXgdPsZv0oatTky.jpg,"[{'name': 'Cohen Media Group', 'id': 9122}, {'name': 'Harwood Hunt Productions', 'id': 85817}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-01,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ur', 'name': 'اردو'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Frozen River,False,6.7,99.0,2008,Frozen River,ok,ok,PASS,1000000,2511476.0,6030129.0,2008PASS,1082256,2718061.0,6526145.0,2.0,2.0
11,5,7,0,2,6,5038,60950,497465,False,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0497465,en,Vicky Cristina Barcelona,9.648539,/stMXMgte7EcaOUBQOZfA86GcjYZ.jpg,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Gravier Productions', 'id': 1824}, {'name': 'Antena 3 Films', 'id': 6538}, {'name': 'Televisió de Catalunya (TV3)', 'id': 8530}, {'name': 'Antena 3 Televisión', 'id': 11737}, {'name': 'Mediapro', 'id': 12010}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2008-08-15,96408652.0,96.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Life is the ultimate work of art,Vicky Cristina Barcelona,False,6.7,1050.0,2008,Vicky Cristina Barcelona,ok,ok,PASS,16000000,23216709.0,104504817.0,2008PASS,17316101,25126430.0,113100998.0,2.0,2.0
