noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,tmdbId,movieId,imdbId,adult,budget_x,genres,imdb_id,original_language,original_title,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title_x,video,vote_average,vote_count,year,title_y,test,clean_test,binary,budget_y,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code
4,11,9,42,7,23,2925,830,116313,False,26000000,"[{'id': 35, 'name': 'Comedy'}]",tt0116313,en,The First Wives Club,10.177303,/k4gb8CcRgvYM0XB0SBEiWzBhe3f.jpg,"[{'name': 'Scott Rudin Productions', 'id': 258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-20,116400000.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Don't get mad. Get everything.,The First Wives Club,False,6.5,172.0,1996,The First Wives Club,ok,ok,PASS,30000000,105489203.0,181489203.0,1996PASS,44554948,156668864.0,269541399.0,4.0,3.0
44,6,25,7,0,16,12123,836,115857,False,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0115857,en,Chain Reaction,15.874491,/t6anpB9iny456N7sVLd3S0QARGv.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Chicago Pacific Entertainment', 'id': 2377}, {'name': 'Zanuck Company, The', 'id': 20004}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-02,60209334.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Reaction Time 8-4-96,Chain Reaction,False,5.3,291.0,1996,Chain Reaction,notalk,notalk,FAIL,55000000,21226204.0,60209334.0,1996FAIL,81684071,31524414.0,89420791.0,4.0,3.0
3,9,7,23,8,10,3573,838,116191,False,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0116191,en,Emma,6.593011,/rZhCekNwWmkiLVpsYhSWfl9TkME.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Haft Entertainment', 'id': 1363}, {'name': 'Matchmaker Films', 'id': 1443}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-02,22231658.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Cupid is armed and dangerous!,Emma,False,6.7,152.0,1996,Emma,ok,ok,PASS,5900000,22231658.0,37831658.0,1996PASS,8762473,33017679.0,56186252.0,4.0,3.0
1,4,12,14,4,15,10061,849,116225,False,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0116225,en,Escape from L.A.,12.229381,/rAjz6XFC6Zs07oraJSnajbaAbG9.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-09,42277365.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Snake Is Back.,Escape from L.A.,False,5.6,381.0,1996,Escape from L.A.,notalk,notalk,FAIL,50000000,25426861.0,25426861.0,1996FAIL,74258246,37763082.0,37763082.0,4.0,3.0
16,7,35,18,1,23,238,858,68646,False,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt0068646,en,The Godfather,41.109264,/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Alfran Productions', 'id': 10211}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-03-14,245066411.0,175.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,An offer you can't refuse.,The Godfather,False,8.5,6024.0,1972,The Godfather,notalk-disagree,notalk,FAIL,7000000,134966411.0,268500000.0,1972FAIL,39004975,752051643.0,1496119403.0,,
3,4,7,4,7,4,9303,866,115736,False,4500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt0115736,en,Bound,12.449574,/xfITNjW2sunPiB7BNotJJsCxhdA.jpg,"[{'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Spelling Films', 'id': 10355}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-13,7011317.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In their world, you can't buy freedom, but you can steal it.",Bound,False,6.9,203.0,1996,Bound,ok,ok,PASS,4500000,3802260.0,7011317.0,1996PASS,6683242,5646983.0,10412962.0,4.0,3.0
5,5,7,6,0,4,9400,998,117603,False,9000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",tt0117603,en,Set It Off,6.85606,/lfMk5h35Fccl5gOsBaeYvMnBUPb.jpg,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-11-06,41590886.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's about crime. It's about payback. It's about survival.,Set It Off,False,6.9,66.0,1996,Set It Off,ok,ok,PASS,9000000,36049108.0,36049108.0,1996PASS,13366484,53538871.0,53538871.0,4.0,3.0
0,3,9,0,0,8,9625,1004,116421,False,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0116421,en,The Glimmer Man,5.918737,/2I1BMhKrjK9wcxvJ2SllttPIsIh.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Seagal/Nasso Productions', 'id': 17825}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-04,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two good cops. One bad situation.,The Glimmer Man,False,4.7,102.0,1996,The Glimmer Man,notalk,notalk,FAIL,45000000,20404841.0,36404841.0,1996FAIL,66832422,30304554.0,54067193.0,4.0,3.0
4,0,11,3,3,7,864,1020,106611,False,14000000,"[{'id': 35, 'name': 'Comedy'}]",tt0106611,en,Cool Runnings,8.30721,/neDmp7VSnopcjUcN8rgz9jusJyC.jpg,"[{'name': 'Walt Disney', 'id': 5888}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-09-30,154864401.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,One dream. Four Jamaicans. Twenty below zero.,Cool Runnings,False,6.8,510.0,1993,Cool Runnings,notalk-disagree,notalk,FAIL,14000000,68856263.0,155056263.0,1993FAIL,22574425,111027894.0,250021852.0,5.0,3.0
11,3,21,2,0,7,8367,1027,102798,False,48000000,"[{'id': 12, 'name': 'Adventure'}]",tt0102798,en,Robin Hood: Prince of Thieves,10.639244,/SC1uy1zkxDFuEiZDIk5sq4eBbQ.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-06-14,390493908.0,143.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law.",Robin Hood: Prince of Thieves,False,6.6,937.0,1991,Robin Hood: Prince of Thieves,dubious,dubious,FAIL,50000000,165493908.0,390500000.0,1991FAIL,85542018,283133658.0,668083163.0,5.0,3.0
1,7,6,0,1,9,11229,1034,116361,False,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0116361,en,Freeway,7.088533,/4MWOlH15xAAfAImKc44lD8b3dIf.jpg,"[{'name': 'The Kushner-Locke Company', 'id': 2499}, {'name': 'August Entertainment', 'id': 3322}, {'name': 'Multicom entertainment', 'id': 30702}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-23,0.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Her life is no fairy tale.,Freeway,False,6.5,95.0,1996,Freeway,ok,ok,PASS,3000000,295493.0,295493.0,1996PASS,4455495,438856.0,438856.0,4.0,3.0
21,6,20,42,4,29,562,1036,95016,False,28000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0095016,en,Die Hard,16.640522,/r7CDkRjZIAP79skLaTTvRk8eUp3.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Gordon Company', 'id': 1073}, {'name': 'Silver Pictures', 'id': 1885}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-07-15,140767956.0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,40 Stories. Twelve Terrorists. One Cop.,Die Hard,False,7.5,4005.0,1988,Die Hard,ok-disagree,ok,PASS,28000000,81350242.0,139109346.0,1988PASS,55150116,160231261.0,273996307.0,,
26,17,13,0,0,6,11159,1041,117589,False,4500000,"[{'id': 18, 'name': 'Drama'}]",tt0117589,en,Secrets & Lies,11.223572,/8yRTeiJX4ckalsXO8DrTGSKoZym.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'October Films', 'id': 236}, {'name': 'CiBy 2000', 'id': 7832}, {'name': 'Thin Man Films', 'id': 10100}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1996-05-24,13417292.0,142.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Secrets & Lies,False,7.1,127.0,1996,Secrets &amp; Lies,ok,ok,PASS,4500000,13417292.0,13417292.0,1996PASS,6683242,19926891.0,19926891.0,4.0,3.0
1,5,19,1,0,8,9591,1042,117887,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0117887,en,That Thing You Do!,8.685761,/luSHsQYyX0aukrHPL5joYOxcsO9.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Clinica Estetico', 'id': 1274}, {'name': 'Clavius Base', 'id': 38944}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-04,34585416.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In every life there comes a time when that dream you dream becomes that thing you do.,That Thing You Do!,False,6.8,230.0,1996,That Thing You Do!,ok,ok,PASS,2500000,25857416.0,34557416.0,1996PASS,3712912,38402527.0,51323462.0,4.0,3.0
2,4,9,2,2,6,11412,1047,116908,False,65000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0116908,en,The Long Kiss Goodnight,14.482345,/4MENR8x6mYqnZvp2hGjSaPJz64J.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Forge', 'id': 2980}, {'name': 'The Steve Tisch Company', 'id': 21920}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-11,89456761.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What's forgotten is not always gone.,The Long Kiss Goodnight,False,6.4,323.0,1996,The Long Kiss Goodnight,notalk-disagree,notalk,FAIL,65000000,33447612.0,33447612.0,1996FAIL,96535720,49675220.0,49675220.0,4.0,3.0
1,4,10,6,5,7,454,1059,117509,False,14500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0117509,en,Romeo + Juliet,11.774061,/6VsRWzhx9i3FNcggVrNwYLMUdxa.jpg,"[{'name': 'Bazmark Films', 'id': 240}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-31,147298761.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,My only love sprung from my only hate.,Romeo + Juliet,False,6.7,1406.0,1996,Romeo + Juliet,dubious,dubious,FAIL,14500000,46338728.0,147542381.0,1996FAIL,21534891,68820654.0,219124769.0,4.0,3.0
23,3,10,7,0,7,252,1073,67992,False,3000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0067992,en,Willy Wonka & the Chocolate Factory,12.416635,/b94qXd1FcIwgzv0NYMUe2bjrzJR.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'David L. Wolper Productions', 'id': 3434}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-06-29,4000000.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,False,7.4,826.0,1971,Willy Wonka &amp; the Chocolate Factory,men-disagree,men,FAIL,3000000,4000000.0,4000000.0,1971FAIL,17263543,23018057.0,23018057.0,,
0,3,6,0,0,11,11561,1077,70707,False,2000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",tt0070707,en,Sleeper,6.048904,/fna6VsLR1EX3cF29Pk2FYZkfsBv.jpg,"[{'name': 'Rollins-Joffe Productions', 'id': 13954}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-12-17,18344729.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'yi', 'name': ''}]",Released,Woody Allen takes a nostalgic look at the future.,Sleeper,False,7.0,206.0,1973,Sleeper,notalk,notalk,FAIL,2000000,18344729.0,18344729.0,1973FAIL,10487788,96197818.0,96197818.0,,
3,0,12,42,8,13,500,1089,105236,False,1200000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0105236,en,Reservoir Dogs,12.22034,/tB2ITHg556e7aTV6cqQqVAXkdxN.jpg,"[{'name': 'Live Entertainment', 'id': 285}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Dog Eat Dog Productions Inc.', 'id': 26198}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-09-02,14661007.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every dog has his day.,Reservoir Dogs,False,8.1,3821.0,1992,Reservoir Dogs,nowomen,nowomen,FAIL,1200000,2832029.0,2832029.0,1992FAIL,1992417,4702152.0,4702152.0,5.0,3.0
11,0,20,14,3,17,792,1090,91763,False,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",tt0091763,en,Platoon,18.206972,/sYPOQI57JVNmjiLI3KeZ5KA8O9i.jpg,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Hemdale Film Corporation', 'id': 469}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-12-18,138530565.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,The first casualty of war is innocence.,Platoon,False,7.5,1236.0,1986,Platoon,nowomen,nowomen,FAIL,6000000,137963328.0,137963328.0,1986FAIL,12742588,293001649.0,293001649.0,,
7,2,9,3,1,4,11386,1094,104036,False,3705538,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0104036,en,The Crying Game,7.404329,/9Qqk3svM0I9QuabOPDNrJZdv3XJ.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Channel Four Films', 'id': 181}, {'name': 'Palace Pictures', 'id': 927}, {'name': 'Nippon Film Development and Finance Inc.', 'id': 1202}, {'name': 'Eurotrustees', 'id': 8876}, {'name': 'British Screen Productions', 'id': 12745}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",1992-09-02,62548947.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Play At Your Own Risk.,The Crying Game,False,6.9,180.0,1992,The Crying Game,men,men,FAIL,4000000,62546695.0,62546695.0,1992FAIL,6641389,103849232.0,103849232.0,5.0,3.0
5,2,12,24,5,11,9504,1095,104348,False,12500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0104348,en,Glengarry Glen Ross,6.792215,/4YgCTLcHEIeGyzrKpwz93rORb8l.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'GGR', 'id': 67780}, {'name': 'Zupnik Cinema Group II', 'id': 67781}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-09-15,10725228.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lie. Cheat. Steal. All in a day’s work.,Glengarry Glen Ross,False,7.5,330.0,1992,Glengarry Glen Ross,nowomen,nowomen,FAIL,12500000,10725228.0,10725228.0,1992FAIL,20754340,17807603.0,17807603.0,5.0,3.0
7,3,3,8,4,9,601,1097,83866,False,10500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0083866,en,E.T. the Extra-Terrestrial,19.358546,/8htLKK03TJjKZOXJgihZCu8v0P.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-04-03,792965326.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,False,7.3,3359.0,1982,E.T.: The Extra-Terrestrial,dubious,dubious,FAIL,10500000,435110554.0,792965326.0,1982FAIL,25339314,1050038377.0,1913637848.0,,
2,2,11,19,2,17,744,1101,92099,False,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt0092099,en,Top Gun,20.301019,/orGXnBKfT41LxZhitLkXhqUfJJW.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-05-16,356830601.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Up there with the best of the best.,Top Gun,False,6.7,1736.0,1986,Top Gun,men,men,FAIL,15000000,179800601.0,356800601.0,1986FAIL,31856471,381854174.0,757760530.0,,
2,2,16,71,7,29,2756,1127,96754,False,70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt0096754,en,The Abyss,9.809585,/kRP5dGXDhKt7bDpXX4YBa4dRwlL.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lightstorm Entertainment', 'id': 574}, {'name': 'Pacific Western', 'id': 1280}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-08-09,90000098.0,139.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"There's everything you've ever known about adventure, and then there's The Abyss.",The Abyss,False,7.1,822.0,1989,The Abyss,ok-disagree,ok,PASS,70000000,54243125.0,54243125.0,1989PASS,131571219,101954772.0,101954772.0,,
5,4,6,18,2,13,790,1128,80749,False,1000000,"[{'id': 27, 'name': 'Horror'}]",tt0080749,en,The Fog,9.194572,/u9wAIHya0BHJvGJh3mBPr010U7C.jpg,"[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'EDI', 'id': 495}, {'name': 'Debra Hill Productions', 'id': 498}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-02-08,21378361.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lock your doors. Bolt your windows. There's something in THE FOG!,The Fog,False,6.4,318.0,1980,The Fog,ok,ok,PASS,18000000,29511112.0,37048526.0,1980PASS,50899822,83450574.0,104764631.0,,
1,2,11,2,1,11,1103,1129,82340,False,6000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",tt0082340,en,Escape from New York,10.124544,/z1KTbKJh7vSTTXllxxE4DWG63rT.jpg,"[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'Goldcrest Films International', 'id': 500}, {'name': 'International Film Investors', 'id': 502}, {'name': 'City Film', 'id': 664}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-05-22,50244700.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York,False,6.9,720.0,1981,Escape from New York,nowomen-disagree,nowomen,FAIL,6000000,25244700.0,25244700.0,1981FAIL,15371317,64674049.0,64674049.0,,
1,3,4,0,3,8,10765,1135,81375,False,0,"[{'id': 35, 'name': 'Comedy'}]",tt0081375,en,Private Benjamin,11.431866,/prlM1orr542htKHpWEqCOngYLn6.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-10-06,0.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Private Benjamin,False,6.0,103.0,1980,Private Benjamin,ok,ok,PASS,15000000,69847348.0,69847348.0,1980PASS,42416518,197512086.0,197512086.0,,
9,4,6,4,0,12,762,1136,71853,False,400000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",tt0071853,en,Monty Python and the Holy Grail,10.43389,/jRx1nDUA4sb2NEKQaukXKBz6pCf.jpg,"[{'name': 'Python (Monty) Pictures Limited', 'id': 416}, {'name': 'Michael White Productions', 'id': 463}, {'name': 'National Film Trustee Company', 'id': 464}, {'name': 'Twickenham Film Studios', 'id': 465}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1975-03-13,5028948.0,91.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,Monty Python and the Holy Grail,False,7.8,1742.0,1975,Monty Python and the Holy Grail,men,men,FAIL,400000,3427696.0,5028948.0,1975FAIL,1731240,14835412.0,21765791.0,,
17,5,18,5,2,12,409,1183,116209,False,27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt0116209,en,The English Patient,15.564161,/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Tiger Moth Productions', 'id': 12204}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-11-14,231976425.0,162.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"In love, there are no boundaries.",The English Patient,False,7.0,559.0,1996,The English Patient,ok,ok,PASS,35000000,78716374.0,231716374.0,1996PASS,51980772,116906798.0,344137032.0,4.0,3.0
3,2,4,2,2,5,1412,1186,98724,False,1200000,"[{'id': 18, 'name': 'Drama'}]",tt0098724,en,"Sex, Lies, and Videotape",12.293656,/kOXATYKziiKmoMxgKA10JOO13JZ.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Outlaw Productions', 'id': 889}, {'name': 'Virgin', 'id': 1419}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-08-18,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Sex, Lies, and Videotape",False,6.7,188.0,1989,"Sex, Lies, and Videotape",men-disagree,men,FAIL,1200000,24741667.0,36741667.0,1989FAIL,2255507,46504161.0,69059227.0,,
9,7,17,26,4,12,510,1193,73486,False,3000000,"[{'id': 18, 'name': 'Drama'}]",tt0073486,en,One Flew Over the Cuckoo's Nest,35.529554,/2Sns5oMb356JNdBHgBETjIpRYy9.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Fantasy Films', 'id': 286}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-11-18,108981275.0,133.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If he's crazy, what does that make you?",One Flew Over the Cuckoo's Nest,False,8.3,3001.0,1975,One Flew Over the Cuckoo&#39;s Nest,men,men,FAIL,4400000,108981275.0,108981275.0,1975FAIL,19043641,471681892.0,471681892.0,,
38,3,35,19,5,27,1891,1196,80684,False,18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt0080684,en,The Empire Strikes Back,19.470959,/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-05-17,538400000.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Adventure Continues...,The Empire Strikes Back,False,8.2,5998.0,1980,Star Wars: Episode V - The Empire Strikes Back,nowomen-disagree,nowomen,FAIL,23000000,290271960.0,534171960.0,1980FAIL,65038661,820821721.0,1510514303.0,,
10,4,13,0,5,13,2493,1197,93779,False,16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0093779,en,The Princess Bride,15.15267,/gpxjoE0yvRwIhFEJgNArtKtaN7S.jpg,"[{'name': 'Act III Communications', 'id': 1153}, {'name': 'The Princess Bride Ltd.', 'id': 49243}, {'name': 'Buttercup Films Ltd.', 'id': 49244}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-09-18,30857814.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's as real as the feelings you feel.,The Princess Bride,False,7.6,1518.0,1987,The Princess Bride,men-disagree,men,FAIL,15000000,30857000.0,30857000.0,1987FAIL,30755961,63269112.0,63269112.0,,
