castFemalePercentage,crewFemalePercentage,budget_x,revenue_x,movieDatasetRevenueRatio,budget_y,revenue_y,bechdelRevenueRatio,vote_average,vote_count,runtime,binary,nowomen,notalk,men,dubious,ok,clean_test
30.8,21.4,34000000,210308099.0,6.1855323235,31000000,280600000.0,9.0516129032,5.9,551.0,126.0,0,0,1,0,0,0,notalk
12.5,0.0,2600000,119500000.0,45.9615384615,2600000,239000000.0,91.9230769231,7.2,619.0,93.0,0,0,1,0,0,0,notalk
44.4,0.0,10000,7000000.0,700.0,100000,14000000.0,140.0,7.5,500.0,89.0,0,1,0,0,0,0,nowomen
40.0,30.0,26000000,61489265.0,2.3649717308,26000000,122616306.0,4.7160117692,6.3,413.0,115.0,1,0,0,0,0,1,ok
30.8,14.3,4000000,125728258.0,31.4320645,4000000,218984968.0,54.746242,6.1,185.0,94.0,0,0,0,1,0,0,men
14.7,13.5,35000000,57120318.0,1.6320090857,35000000,83085931.0,2.3738837429,6.0,743.0,108.0,0,0,0,1,0,0,men
13.3,0.0,7000000,20256975.0,2.8938535714,7000000,40514000.0,5.7877142857,4.9,51.0,96.0,0,0,1,0,0,0,notalk
13.6,28.0,90000000,237202299.0,2.6355811,103300000,334286016.0,3.2360698548,6.1,1511.0,118.0,0,0,1,0,0,0,notalk
14.3,9.1,4000000,12121618.0,3.0304045,53012938,177517976.0,3.3485783414,6.5,68.0,100.0,0,0,1,0,0,0,notalk
25.0,14.3,1600000,4420000.0,2.7625,1600000,8840000.0,5.525,7.5,377.0,113.0,0,0,1,0,0,0,notalk
25.0,16.7,75000000,36754634.0,0.4900617867,75000000,59503958.0,0.7933861067,6.3,320.0,94.0,1,0,0,0,0,1,ok
40.0,20.0,45000000,224834564.0,4.9963236444,42000000,334587830.0,7.9663769048,6.5,1190.0,84.0,1,0,0,0,0,1,ok
16.7,16.7,110000000,215294342.0,1.9572212909,110000000,328630342.0,2.9875485636,6.8,1130.0,165.0,0,0,0,0,1,0,dubious
44.4,100.0,1200000,2600000.0,2.1666666667,1200000,4834818.0,4.029015,6.5,101.0,85.0,1,0,0,0,0,1,ok
29.4,18.8,75000000,296339527.0,3.9511936933,75000000,453639434.0,6.0485257867,6.8,4172.0,104.0,0,0,1,0,0,0,notalk
64.3,23.5,100000000,155464351.0,1.55464351,90000000,444158340.0,4.9350926667,6.3,504.0,130.0,1,0,0,0,0,1,ok
58.8,41.7,45000000,113916474.0,2.5314772,45000000,176572538.0,3.9238341778,5.8,590.0,100.0,0,0,0,1,0,0,men
33.3,27.3,95000000,190213455.0,2.0022468947,90000000,264409340.0,2.9378815556,5.6,645.0,112.0,1,0,0,0,0,1,ok
29.4,16.7,10000000,26330482.0,2.6330482,4000000,39965451.0,9.99136275,6.3,115.0,93.0,1,0,0,0,0,1,ok
31.6,29.2,33000000,104155843.0,3.1562376667,35000000,147192189.0,4.2054911143,6.0,442.0,107.0,0,0,0,1,0,0,men
31.2,0.0,23000000,86930411.0,3.779583087,23000000,173860822.0,7.5591661739,6.6,556.0,85.0,0,0,1,0,0,0,notalk
76.2,30.0,28000000,90449929.0,3.2303546071,10000000,158807100.0,15.88071,5.8,574.0,98.0,1,0,0,0,0,1,ok
33.3,10.0,8500000,19125401.0,2.2500471765,9000000,19109791.0,2.1233101111,6.4,106.0,119.0,0,0,0,1,0,0,men
32.4,28.6,60000000,47383689.0,0.78972815,60000000,79893543.0,1.33155905,7.4,807.0,122.0,1,0,0,0,0,1,ok
31.2,31.2,12800000,40031879.0,3.1274905469,12500000,49714982.0,3.97719856,7.7,392.0,140.0,1,0,0,0,0,1,ok
15.6,26.7,30000000,136706683.0,4.5568894333,30000000,252361434.0,8.4120478,7.4,835.0,113.0,0,0,1,0,0,0,notalk
27.3,13.6,1000000,14564027.0,14.564027,1000000,29128000.0,29.128,6.9,464.0,94.0,1,0,0,0,0,1,ok
42.9,23.5,55000000,330444045.0,6.0080735455,55000000,470824939.0,8.5604534364,6.6,1743.0,108.0,0,0,0,1,0,0,men
40.0,33.3,4500000,7390108.0,1.6422462222,4500000,11025590.0,2.4501311111,7.9,2525.0,102.0,1,0,0,0,0,1,ok
41.7,25.0,5000000,110000000.0,22.0,5000000,131275526.0,26.2551052,7.4,774.0,110.0,1,0,0,0,0,1,ok
31.2,26.1,92000000,264105545.0,2.8707124457,90000000,385041635.0,4.2782403889,5.6,1253.0,98.0,1,0,0,0,0,1,ok
14.3,16.7,80000000,33463969.0,0.4182996125,80000000,50944859.0,0.6368107375,5.4,271.0,106.0,0,1,0,0,0,0,nowomen
52.9,33.3,30,103.0,3.4333333333,30000000,179786251.0,5.9928750333,6.0,101.0,78.0,1,0,0,0,0,1,ok
24.0,14.3,75000000,248118121.0,3.3082416133,73243106,343098286.0,4.68437652,6.9,1994.0,106.0,0,1,0,0,0,0,nowomen
60.0,0.0,17000000,213525736.0,12.5603374118,15000000,341267808.0,22.7511872,7.2,949.0,120.0,1,0,0,0,0,1,ok
15.4,23.5,75000000,215663859.0,2.87551812,75000000,281973360.0,3.7596448,5.9,287.0,124.0,0,0,1,0,0,0,notalk
0.0,12.5,10000000,83557872.0,8.3557872,10000000,113686214.0,11.3686214,7.7,2953.0,103.0,0,1,0,0,0,0,nowomen
46.2,40.9,25000000,152500343.0,6.10001372,25000000,223810103.0,8.95240412,6.8,979.0,121.0,1,0,0,0,0,1,ok
40.0,34.5,13000000,73180723.0,5.6292863846,14000000,119909671.0,8.5649765,5.3,523.0,83.0,0,0,0,1,0,0,men
33.3,17.6,100000000,169327687.0,1.69327687,100000000,258593146.0,2.58593146,7.2,1544.0,78.0,1,0,0,0,0,1,ok
87.0,33.3,70000000,374111707.0,5.3444529571,65000000,554905123.0,8.5370018923,6.1,1021.0,127.0,0,0,1,0,0,0,notalk
38.5,26.9,10000000,12008642.0,1.2008642,10000000,56576248.0,5.6576248,6.4,288.0,111.0,0,0,0,0,1,0,dubious
33.3,18.2,90000000,429632142.0,4.7736904667,85000000,660862658.0,7.7748548,7.5,3304.0,143.0,0,0,1,0,0,0,notalk
43.8,45.0,45000000,212000000.0,4.7111111111,45000000,320228618.0,7.1161915111,6.1,987.0,111.0,1,0,0,0,0,1,ok
15.8,29.4,26000000,71868327.0,2.7641664231,26000000,121270433.0,4.6642474231,7.3,1144.0,106.0,0,1,0,0,0,0,nowomen
0.0,23.8,80000000,34566746.0,0.432084325,80000000,101121293.0,1.2640161625,6.9,192.0,145.0,0,0,1,0,0,0,notalk
16.7,25.0,30000000,18195610.0,0.6065203333,30000000,28830418.0,0.9610139333,5.8,156.0,108.0,0,0,0,1,0,0,men
50.0,35.7,13000000,91038276.0,7.0029443077,13000000,222676552.0,17.1289655385,6.3,359.0,112.0,1,0,0,0,0,1,ok
50.0,60.0,35000000,94728529.0,2.7065294,28000000,155129385.0,5.5403351786,5.4,433.0,103.0,1,0,0,0,0,1,ok
19.0,16.7,20000000,299965036.0,14.9982518,20000000,430330072.0,21.5165036,6.1,627.0,100.0,0,0,1,0,0,0,notalk
6.2,20.0,15000000,316360478.0,21.0906985333,15000000,551060478.0,36.7373652,6.8,985.0,105.0,0,1,0,0,0,0,nowomen
60.0,14.3,350000,29400000.0,84.0,375000,31800000.0,84.8,7.3,913.0,85.0,0,0,1,0,0,0,notalk
25.0,30.4,8500000,32222567.0,3.7908902353,8500000,64445134.0,7.5817804706,6.8,545.0,97.0,0,0,1,0,0,0,notalk
9.5,14.8,87000000,351692268.0,4.0424398621,87000000,515192546.0,5.9217534023,6.4,1296.0,131.0,1,0,0,0,0,1,ok
55.9,14.3,75000000,5409517.0,0.0721268933,75000000,10819034.0,0.1442537867,4.2,79.0,93.0,0,0,0,0,1,0,dubious
38.5,41.2,9000000,39723096.0,4.4136773333,5000000,65267963.0,13.0535926,8.1,4168.0,113.0,0,0,1,0,0,0,notalk
20.0,28.1,35000000,147934180.0,4.2266908571,35000000,310384124.0,8.8681178286,5.5,893.0,88.0,1,0,0,0,0,1,ok
27.3,40.0,60000000,105178561.0,1.7529760167,28000000,179217783.0,6.4006351071,6.1,408.0,104.0,1,0,0,0,0,1,ok
35.5,25.0,53000000,83282296.0,1.5713640755,30000000,136273071.0,4.5424357,7.4,1352.0,124.0,0,0,1,0,0,0,notalk
55.6,34.5,25000000,281929795.0,11.2771918,25000000,353027714.0,14.12110856,6.6,1397.0,97.0,1,0,0,0,0,1,ok
21.4,19.2,65000000,117487473.0,1.8074995846,41000000,156706552.0,3.8221110244,6.6,933.0,132.0,0,0,0,1,0,0,men
13.6,21.2,60000000,484409218.0,8.0734869667,50000000,759467805.0,15.1893561,7.3,4183.0,90.0,0,0,1,0,0,0,notalk
30.8,40.0,52500000,179213434.0,3.413589219,53000000,236599565.0,4.4641427358,7.4,1348.0,127.0,1,0,0,0,0,1,ok
8.8,19.5,140000000,449220945.0,3.2087210357,151500000,647779710.0,4.2757736634,6.6,1833.0,183.0,0,0,0,1,0,0,men
27.8,16.2,80000000,98376292.0,1.22970365,80000000,136653066.0,1.708163325,5.7,650.0,101.0,1,0,0,0,0,1,ok
51.9,17.4,21000000,177200000.0,8.4380952381,15000000,354400000.0,23.6266666667,6.9,429.0,116.0,0,0,1,0,0,0,notalk
28.6,17.2,120000000,186053725.0,1.5504477083,90000000,270101782.0,3.0011309111,6.7,1257.0,95.0,0,0,1,0,0,0,notalk
16.7,21.4,115000000,274703340.0,2.3887246957,94000000,405788366.0,4.3168975106,5.7,2235.0,100.0,0,1,0,0,0,0,nowomen
39.5,37.5,70000000,176104344.0,2.5157763429,72000000,289052442.0,4.01461725,4.9,422.0,87.0,1,0,0,0,0,1,ok
15.0,27.3,38000000,207283925.0,5.4548401316,38000000,351024620.0,9.23749,6.6,3485.0,106.0,0,0,1,0,0,0,notalk
18.2,34.0,100000000,235926552.0,2.35926552,90000000,314516689.0,3.4946298778,6.8,2011.0,146.0,0,0,1,0,0,0,notalk
16.7,10.0,25000000,64437847.0,2.57751388,25000000,73666946.0,2.94667784,6.4,304.0,98.0,0,0,1,0,0,0,notalk
65.0,46.7,18000000,141774679.0,7.8763710556,18000000,238302661.0,13.2390367222,6.2,908.0,96.0,1,0,0,0,0,1,ok
37.5,11.8,12300000,84460846.0,6.8667354472,12300000,130065692.0,10.5744465041,7.0,660.0,69.0,1,0,0,0,0,1,ok
36.4,10.0,20000000,13854000.0,0.6927,16000000,27708000.0,1.73175,5.3,132.0,108.0,1,0,0,0,0,1,ok
43.8,18.8,4000000,13008928.0,3.252232,4000000,26000000.0,6.5,7.1,562.0,94.0,0,1,0,0,0,0,nowomen
24.2,6.7,15000000,216614388.0,14.4409592,15000000,328536388.0,21.9024258667,5.7,566.0,107.0,0,0,0,1,0,0,men
23.5,10.0,10000000,40485039.0,4.0485039,10000000,80970078.0,8.0970078,6.7,464.0,90.0,0,0,0,1,0,0,men
20.0,33.3,11000000,49797148.0,4.5270134545,11000000,99586108.0,9.0532825455,6.7,222.0,107.0,0,0,1,0,0,0,notalk
42.3,0.0,15000000,30050028.0,2.0033352,10000000,60100056.0,6.0100056,6.3,259.0,114.0,0,0,1,0,0,0,notalk
45.5,37.5,37000000,165335153.0,4.4685176486,30000000,273579548.0,9.1193182667,6.5,1063.0,115.0,1,0,0,0,0,1,ok
25.0,7.7,75000000,13596911.0,0.1812921467,70000000,27193822.0,0.3884831714,6.0,237.0,95.0,0,0,0,0,1,0,dubious
14.3,25.0,35000000,13678913.0,0.3908260857,35000000,26529972.0,0.7579992,5.7,56.0,94.0,0,0,1,0,0,0,notalk
25.9,24.2,22000000,33788161.0,1.5358255,22000000,63821786.0,2.9009902727,6.4,491.0,104.0,1,0,0,0,0,1,ok
36.4,14.3,10000000,59217789.0,5.9217789,10000000,96843210.0,9.684321,6.1,731.0,90.0,1,0,0,0,0,1,ok
0.0,0.0,700000,1667192.0,2.3817028571,700000,2281930.0,3.2599,6.7,31.0,97.0,0,0,1,0,0,0,notalk
55.6,29.4,30000000,23619609.0,0.7873203,22000000,40813216.0,1.8551461818,5.4,203.0,106.0,1,0,0,0,0,1,ok
16.7,37.5,45000000,104876233.0,2.3305829556,45000000,180766398.0,4.0170310667,7.3,1665.0,122.0,0,0,1,0,0,0,notalk
25.0,16.1,50000000,100020092.0,2.00040184,50000000,159485859.0,3.18971718,6.0,223.0,113.0,1,0,0,0,0,1,ok
29.3,27.0,28000000,60780981.0,2.1707493214,28000000,105953231.0,3.7840439643,6.1,1363.0,89.0,1,0,0,0,0,1,ok
30.8,30.8,15000000,20117339.0,1.3411559333,15000000,19139156.0,1.2759437333,7.7,1517.0,147.0,1,0,0,0,0,1,ok
34.8,26.9,35000000,74558115.0,2.1302318571,35000000,100310673.0,2.8660192286,6.6,758.0,122.0,0,0,0,0,1,0,dubious
50.0,25.0,6000000,1270522.0,0.2117536667,4500000,8967051.0,1.992678,7.7,3574.0,113.0,0,0,0,0,1,0,dubious
25.6,17.5,115000000,562816256.0,4.8940544,115000000,849181144.0,7.3841838609,7.5,6150.0,92.0,0,0,1,0,0,0,notalk
20.0,16.7,49000000,72700000.0,1.4836734694,49000000,87811492.0,1.7920712653,5.7,445.0,87.0,0,1,0,0,0,0,nowomen
36.8,0.0,40000000,141069860.0,3.5267465,40000000,141672592.0,3.5418148,5.7,764.0,114.0,1,0,0,0,0,1,ok
29.7,27.6,125000000,976475550.0,7.8118044,125000000,1292330921.0,10.338647368,7.5,7188.0,152.0,1,0,0,0,0,1,ok
23.5,0.0,35000000,27107960.0,0.7745131429,35000000,54215920.0,1.5490262857,6.1,237.0,111.0,0,0,0,0,1,0,dubious
10.5,36.0,85000000,450717150.0,5.3025547059,85000000,634145679.0,7.4605374,7.2,3857.0,116.0,0,0,1,0,0,0,notalk
42.9,46.7,68000000,203388341.0,2.9910050147,70000000,303341463.0,4.3334494714,6.5,1100.0,136.0,0,0,1,0,0,0,notalk
14.3,12.5,21000000,71441250.0,3.4019642857,28000000,123784512.0,4.4208754286,7.4,1317.0,110.0,1,0,0,0,0,1,ok
13.0,24.0,93000000,871368364.0,9.3695523011,109000000,1202762438.0,11.0345177798,8.0,8892.0,178.0,0,0,1,0,0,0,notalk
20.0,14.3,72000000,37317558.0,0.5182994167,72000000,65102376.0,0.9041996667,6.6,193.0,152.0,0,0,1,0,0,0,notalk
25.0,37.0,60000000,313542341.0,5.2257056833,78000000,488377054.0,6.2612442821,7.7,3087.0,135.0,0,0,1,0,0,0,notalk
2.9,14.7,92000000,172989651.0,1.8803222935,95000000,268329830.0,2.8245245263,7.2,1832.0,144.0,0,1,0,0,0,0,nowomen
40.7,35.0,19800000,87754044.0,4.4320224242,18000000,82600210.0,4.5889005556,6.8,256.0,137.0,1,0,0,0,0,1,ok
30.0,14.3,18000000,100000000.0,5.5555555556,18000000,52800000.0,2.9333333333,5.8,391.0,103.0,0,0,0,0,1,0,dubious
46.2,36.0,12000000,61141030.0,5.0950858333,12000000,94188667.0,7.8490555833,4.7,161.0,93.0,1,0,0,0,0,1,ok
15.4,0.0,3000000,18492362.0,6.1641206667,3000000,41538504.0,13.846168,6.6,367.0,100.0,0,0,1,0,0,0,notalk
40.0,8.3,35000000,45479110.0,1.2994031429,35000000,60615608.0,1.7318745143,5.5,247.0,101.0,1,0,0,0,0,1,ok
10.3,12.5,75000000,114660784.0,1.5288104533,70000000,192778458.0,2.7539779714,6.7,531.0,138.0,1,0,0,0,0,1,ok
19.0,18.2,44000000,3484331.0,0.0791893409,44000000,6968662.0,0.1583786818,6.5,56.0,219.0,0,1,0,0,0,0,nowomen
25.0,5.9,59000000,383257136.0,6.495883661,65000000,562503748.0,8.6539038154,7.1,3954.0,81.0,0,1,0,0,0,0,nowomen
31.2,12.9,33000000,102984862.0,3.1207533939,35000000,143907110.0,4.1116317143,6.4,2100.0,100.0,1,0,0,0,0,1,ok
42.9,66.7,1000000,10013424.0,10.013424,1500000,15857606.0,10.5717373333,5.9,50.0,97.0,1,0,0,0,0,1,ok
11.8,15.0,54000000,155010032.0,2.8705561481,54000000,236015489.0,4.3706572037,6.3,1556.0,117.0,0,0,1,0,0,0,notalk
36.4,13.3,48000000,196397415.0,4.0916128125,48000000,291616734.0,6.075348625,6.6,1303.0,111.0,1,0,0,0,0,1,ok
31.8,33.3,42000000,63781810.0,1.5186145238,42000000,105324307.0,2.5077215952,6.1,187.0,115.0,1,0,0,0,0,1,ok
41.7,40.0,43000000,68696770.0,1.5975993023,43000000,69063713.0,1.6061328605,5.3,286.0,84.0,1,0,0,0,0,1,ok
53.8,28.6,5000000,368744044.0,73.7488088,5000000,593680730.0,118.736146,6.2,686.0,95.0,1,0,0,0,0,1,ok
40.0,0.0,11000000,16951798.0,1.5410725455,14000000,30073353.0,2.1480966429,4.5,298.0,91.0,1,0,0,0,0,1,ok
30.4,18.4,139000000,821708551.0,5.9115723094,139000000,1225271750.0,8.8149046763,6.8,5398.0,121.0,0,0,1,0,0,0,notalk
28.6,35.7,14000000,34793160.0,2.4852257143,14000000,69458182.0,4.9612987143,6.5,139.0,107.0,0,0,1,0,0,0,notalk
24.1,13.3,120000000,649398328.0,5.4116527333,115000000,967372355.0,8.4119335217,6.4,4074.0,142.0,0,0,0,0,1,0,dubious
42.9,15.8,46000000,113714830.0,2.4720615217,46000000,180885681.0,3.932297413,6.8,1181.0,118.0,0,0,1,0,0,0,notalk
7.7,33.3,80000000,122563539.0,1.5320442375,80000000,179730620.0,2.24663275,7.4,870.0,83.0,0,1,0,0,0,0,nowomen
9.1,6.9,60000000,214034224.0,3.5672370667,60000000,334768960.0,5.5794826667,7.3,3640.0,119.0,0,0,1,0,0,0,notalk
44.4,19.2,84000000,275650703.0,3.2815559881,84000000,429588328.0,5.1141467619,5.4,853.0,88.0,1,0,0,0,0,1,ok
45.5,12.5,80000000,145771527.0,1.8221440875,80000000,391571527.0,4.8946440875,7.1,1371.0,85.0,1,0,0,0,0,1,ok
34.8,19.1,102000000,358372926.0,3.5134600588,102000000,490849428.0,4.8122492941,7.1,2663.0,145.0,0,0,1,0,0,0,notalk
16.7,9.1,50000000,171269535.0,3.4253907,50000000,297562987.0,5.95125974,5.6,660.0,96.0,0,0,0,1,0,0,men
50.0,100.0,250000,4186931.0,16.747724,250000,8906160.0,35.62464,6.3,23.0,91.0,1,0,0,0,0,1,ok
11.1,21.2,140000000,441818803.0,3.1558485929,140000000,632186606.0,4.5156186143,6.1,3188.0,88.0,0,0,1,0,0,0,notalk
71.4,0.0,10000000,11411644.0,1.1411644,25000000,27837345.0,1.1134938,5.6,49.0,77.0,1,0,0,0,0,1,ok
20.0,13.3,60000000,43061982.0,0.7176997,60000000,125212165.0,2.0868694167,6.0,684.0,101.0,0,0,1,0,0,0,notalk
52.9,32.6,63000000,296655431.0,4.7088163651,63000000,505856415.0,8.0294669048,5.9,997.0,94.0,0,0,1,0,0,0,notalk
38.5,18.5,72000000,408247917.0,5.6701099583,70702619,636231380.0,8.9986960738,6.4,1624.0,106.0,0,0,1,0,0,0,notalk
27.8,12.0,38000000,119723358.0,3.1506146842,38000000,205567592.0,5.4096734737,5.3,533.0,100.0,1,0,0,0,0,1,ok
56.2,29.4,8000000,16856124.0,2.1070155,8000000,30874420.0,3.8593025,6.1,183.0,93.0,1,0,0,0,0,1,ok
13.3,30.6,70000000,277448382.0,3.9635483143,70000000,409130000.0,5.8447142857,5.8,1454.0,124.0,0,0,1,0,0,0,notalk
38.5,0.0,100000000,7103973.0,0.07103973,100000000,11506097.0,0.11506097,4.4,143.0,95.0,0,0,0,1,0,0,men
62.5,46.2,25000000,51842679.0,2.07370716,30000000,91736840.0,3.0578946667,5.6,164.0,104.0,1,0,0,0,0,1,ok
16.7,0.0,21000000,43928932.0,2.0918539048,21000000,69225379.0,3.296446619,6.6,1724.0,92.0,0,1,0,0,0,0,nowomen
45.5,28.6,9000000,4777465.0,0.5308294444,9000000,9554930.0,1.0616588889,6.5,95.0,97.0,0,0,0,1,0,0,men
7.1,11.1,78000000,209196298.0,2.6820038205,78000000,299410840.0,3.8386005128,6.7,1142.0,124.0,0,0,1,0,0,0,notalk
37.5,0.0,15000000,19158074.0,1.2772049333,15000000,38506614.0,2.5671076,6.4,133.0,90.0,1,0,0,0,0,1,ok
60.0,31.2,48000000,249348933.0,5.1947694375,48000000,377312510.0,7.8606772917,6.5,1720.0,115.0,1,0,0,0,0,1,ok
45.5,55.6,12000000,56298474.0,4.6915395,12000000,81595675.0,6.7996395833,7.3,397.0,123.0,0,0,0,1,0,0,men
37.5,22.2,70000000,33561137.0,0.4794448143,70000000,93840959.0,1.3405851286,5.2,276.0,97.0,0,0,1,0,0,0,notalk
38.5,19.0,65000000,172855065.0,2.6593086923,65000000,312051708.0,4.8007955077,5.5,303.0,104.0,0,0,1,0,0,0,notalk
27.3,24.0,41000000,215000000.0,5.243902439,41000000,359648150.0,8.7719060976,6.8,1676.0,110.0,0,0,1,0,0,0,notalk
50.0,10.0,13500000,29027914.0,2.1502158519,13500000,44929763.0,3.3281305926,6.9,145.0,107.0,1,0,0,0,0,1,ok
26.8,21.4,100000000,876688482.0,8.76688482,100000000,1140967514.0,11.40967514,7.4,5966.0,161.0,1,0,0,0,0,1,ok
29.4,20.0,140000000,431971116.0,3.0855079714,142000000,592884278.0,4.1752413944,5.8,1112.0,133.0,0,0,0,1,0,0,men
10.0,7.7,30000000,27674124.0,0.9224708,20000000,39335850.0,1.9667925,6.5,82.0,101.0,0,0,0,1,0,0,men
33.3,40.0,47000000,30002758.0,0.6383565532,47000000,29940076.0,0.6370228936,5.9,378.0,99.0,0,0,1,0,0,0,notalk
19.0,8.7,140000000,109578115.0,0.7827008214,100000000,129920554.0,1.29920554,7.2,980.0,95.0,0,0,1,0,0,0,notalk
32.0,13.3,19000000,32801173.0,1.7263775263,18500000,44997040.0,2.4322724324,7.3,649.0,114.0,0,0,0,0,1,0,dubious
0.0,24.0,20000000,5359645.0,0.26798225,20000000,6535887.0,0.32679435,6.9,1584.0,107.0,0,0,1,0,0,0,notalk
44.4,0.0,35000000,69701637.0,1.9914753429,20500000,139403274.0,6.8001597073,5.9,41.0,114.0,1,0,0,0,0,1,ok
18.2,28.6,20000000,57588485.0,2.87942425,20000000,112796324.0,5.6398162,6.2,118.0,118.0,0,0,1,0,0,0,notalk
66.7,21.7,55000000,154906693.0,2.8164853273,55000000,257771113.0,4.6867475091,5.6,493.0,105.0,1,0,0,0,0,1,ok
33.3,23.1,60000000,67312826.0,1.1218804333,60000000,110567235.0,1.84278725,6.1,488.0,117.0,0,0,1,0,0,0,notalk
50.0,36.4,30000000,105834556.0,3.5278185333,30000000,170828703.0,5.6942901,6.7,365.0,125.0,0,0,1,0,0,0,notalk
18.5,23.1,79000000,926287400.0,11.725156962,94000000,1269597968.0,13.5063613617,8.0,7641.0,179.0,0,0,1,0,0,0,notalk
30.8,10.5,15000000,13060843.0,0.8707228667,4500000,38429085.0,8.5397966667,7.2,640.0,135.0,0,0,0,1,0,0,men
44.4,25.0,12500000,23367586.0,1.86940688,12500000,44445731.0,3.55565848,6.7,140.0,120.0,0,0,1,0,0,0,notalk
20.7,16.0,100000000,193772504.0,1.93772504,97000000,268130500.0,2.7642319588,7.1,1964.0,167.0,0,0,1,0,0,0,notalk
57.9,42.9,60000000,93354918.0,1.5559153,60000000,292398227.0,4.8733037833,5.9,505.0,101.0,1,0,0,0,0,1,ok
37.0,33.3,52000000,352114312.0,6.7714290769,52000000,515713600.0,9.9175692308,7.7,3917.0,141.0,0,0,1,0,0,0,notalk
63.2,20.0,45000000,306776732.0,6.8172607111,30000000,478375036.0,15.9458345333,6.9,695.0,113.0,1,0,0,0,0,1,ok
56.2,23.1,25000000,41597830.0,1.6639132,25000000,138706462.0,5.54825848,7.0,461.0,114.0,1,0,0,0,0,1,ok
45.8,20.0,26000000,90426405.0,3.4779386538,26000000,137293328.0,5.2805126154,5.9,1046.0,90.0,1,0,0,0,0,1,ok
57.1,10.0,500000,150277.0,0.300554,1750000,642879.0,0.3673594286,6.3,153.0,93.0,1,0,0,0,0,1,ok
52.6,33.3,50000000,177371441.0,3.54742882,50000000,282887493.0,5.65774986,6.3,873.0,116.0,0,0,0,1,0,0,men
25.0,27.3,50000000,88323487.0,1.76646974,50000000,148787055.0,2.9757411,6.0,707.0,115.0,0,0,1,0,0,0,notalk
15.6,15.7,78000000,179179718.0,2.2971758718,80000000,285326036.0,3.56657545,5.0,1551.0,103.0,0,1,0,0,0,0,nowomen
11.1,0.0,20000000,135680000.0,6.784,20000000,183605181.0,9.18025905,5.6,278.0,72.0,0,1,0,0,0,0,nowomen
22.2,0.0,25000000,56489558.0,2.25958232,25000000,91092673.0,3.64370692,5.8,242.0,101.0,0,0,1,0,0,0,notalk
61.5,26.7,3500159,76578641.0,21.8786177999,5600000,109273826.0,19.5131832143,6.2,593.0,112.0,1,0,0,0,0,1,ok
7.7,32.0,68000000,75715436.0,1.1134622941,68000000,109370536.0,1.6083902353,5.2,574.0,136.0,0,1,0,0,0,0,nowomen
26.5,27.3,60000000,74208267.0,1.23680445,85000000,105243891.0,1.2381634235,5.5,531.0,136.0,1,0,0,0,0,1,ok
33.3,18.2,13000000,97837138.0,7.5259336923,11000000,144403350.0,13.1275772727,6.7,1087.0,81.0,0,0,1,0,0,0,notalk
18.2,14.3,2200000,3251794.0,1.4780881818,25000000,21578262.0,0.86313048,7.2,230.0,118.0,0,0,1,0,0,0,notalk
21.1,42.9,30000000,90259536.0,3.0086512,28000000,134314947.0,4.7969623929,7.1,1090.0,90.0,0,0,1,0,0,0,notalk
28.6,27.8,110000000,407711549.0,3.7064686273,125000000,622661243.0,4.981289944,6.8,3572.0,133.0,1,0,0,0,0,1,ok
62.2,47.8,60000000,164433867.0,2.74056445,60000000,268434368.0,4.4739061333,5.6,526.0,92.0,1,0,0,0,0,1,ok
22.0,42.9,150000000,738599701.0,4.9239980067,127000000,1020130618.0,8.0325245512,6.7,3500.0,138.0,1,0,0,0,0,1,ok
40.0,16.7,80000000,484572835.0,6.0571604375,81000000,726178957.0,8.9651723086,6.4,3121.0,101.0,1,0,0,0,0,1,ok
23.8,10.0,94000000,940335536.0,10.0035695319,94000000,1286994926.0,13.691435383,7.6,6292.0,100.0,0,0,1,0,0,0,notalk
21.4,26.9,60000000,176070171.0,2.93450285,60000000,282388851.0,4.70648085,6.6,1949.0,110.0,0,0,1,0,0,0,notalk
42.9,24.0,12600000,28650575.0,2.2738551587,10000000,44067327.0,4.4067327,6.0,652.0,84.0,1,0,0,0,0,1,ok
25.8,20.7,76000000,236350661.0,3.1098771184,76000000,363340116.0,4.780791,6.2,2087.0,107.0,0,0,1,0,0,0,notalk
60.0,37.5,8000000,41400000.0,5.175,4300000,60672142.0,14.1098004651,7.1,114.0,101.0,1,0,0,0,0,1,ok
19.4,8.3,75000000,51142659.0,0.68190212,75000000,81315570.0,1.0842076,5.0,172.0,116.0,0,0,1,0,0,0,notalk
25.0,0.0,5000000,82719885.0,16.543977,8000000,128020548.0,16.0025685,7.1,1816.0,113.0,1,0,0,0,0,1,ok
39.1,27.3,120000000,259175788.0,2.1597982333,120000000,328014328.0,2.7334527333,5.2,930.0,106.0,1,0,0,0,0,1,ok
33.3,16.7,137000000,245360480.0,1.7909524088,137000000,377406468.0,2.7547917372,5.3,1571.0,138.0,0,0,1,0,0,0,notalk
52.0,14.3,45000000,124914842.0,2.7758853778,25000000,215978176.0,8.63912704,5.2,386.0,95.0,1,0,0,0,0,1,ok
20.0,14.3,60000000,26288320.0,0.4381386667,60000000,107251336.0,1.7875222667,6.6,386.0,86.0,0,0,0,1,0,0,men
38.5,23.8,200000000,435000000.0,2.175,170000000,583416592.0,3.4318623059,5.9,2177.0,109.0,1,0,0,0,0,1,ok
