castFemalePercentage,crewFemalePercentage,budget_x,revenue_x,movieDatasetRevenueRatio,budget_y,revenue_y,bechdelRevenueRatio,vote_average,vote_count,runtime,binary,nowomen,notalk,men,dubious,ok,clean_test
63.5,27.3,24000000,172363301.0,7.1818042083,24000000,202726602.0,8.44694175,6.1,856.0,120.0,1,0,0,0,0,1,ok
41.7,26.1,200000000,1845034188.0,9.22517094,200000000,2844344604.0,14.22172302,7.5,7770.0,194.0,1,0,0,0,0,1,ok
29.6,16.7,80000000,17626234.0,0.220327925,80000000,35301408.0,0.4412676,6.1,306.0,177.0,0,0,1,0,0,0,notalk
37.5,33.3,12000000,39673162.0,3.3060968333,12000000,114400654.0,9.5333878333,7.3,1580.0,154.0,1,0,0,0,0,1,ok
22.2,27.6,15000000,46189568.0,3.0793045333,15000000,63688372.0,4.2458914667,7.8,3001.0,117.0,0,0,1,0,0,0,notalk
18.8,23.8,27000000,27200316.0,1.0074191111,27000000,41692137.0,1.5441532222,7.2,838.0,100.0,0,0,1,0,0,0,notalk
18.2,25.0,75000000,13100000.0,0.1746666667,73000000,87236588.0,1.1950217534,5.8,483.0,134.0,0,0,1,0,0,0,notalk
52.8,23.8,50000000,314178011.0,6.28356022,50000000,462589934.0,9.25179868,7.2,946.0,139.0,1,0,0,0,0,1,ok
42.1,0.0,20000000,67200000.0,3.36,20000000,85371998.0,4.2685999,6.3,454.0,108.0,0,0,0,1,0,0,men
33.3,16.7,80000000,136159423.0,1.7019927875,80000000,205164946.0,2.564561825,5.0,395.0,130.0,1,0,0,0,0,1,ok
30.8,15.2,75000000,140464664.0,1.8728621867,80000000,489929328.0,6.1241166,5.9,870.0,120.0,1,0,0,0,0,1,ok
23.1,11.8,40000000,38172500.0,0.9543125,40000000,60945000.0,1.523625,6.9,193.0,86.0,1,0,0,0,0,1,ok
9.3,21.1,130000000,379014294.0,2.9154945692,125000000,512314294.0,4.098514352,5.3,1075.0,139.0,0,0,0,0,1,0,dubious
28.0,29.6,18500000,10680275.0,0.5773121622,18500000,24392178.0,1.3184961081,7.2,1321.0,118.0,0,0,1,0,0,0,notalk
30.8,21.4,70000000,164000000.0,2.3428571429,80000000,239139294.0,2.989241175,5.6,343.0,98.0,0,0,1,0,0,0,notalk
36.4,9.1,90000000,304320254.0,3.3813361556,90000000,424120254.0,4.7124472667,7.6,2089.0,88.0,0,0,0,0,1,0,dubious
25.0,16.7,48000000,77745568.0,1.6196993333,48000000,115125136.0,2.3984403333,6.5,338.0,123.0,0,0,0,1,0,0,men
25.0,10.0,1500000,2375097.0,1.583398,1500000,4761212.0,3.1741413333,7.2,172.0,110.0,0,0,1,0,0,0,notalk
16.4,21.1,140000000,553799566.0,3.9557111857,140000000,756178182.0,5.4012727286,6.5,2540.0,151.0,0,0,1,0,0,0,notalk
27.3,21.1,40000000,54682547.0,1.367063675,40000000,126887646.0,3.17219115,6.2,522.0,110.0,0,0,1,0,0,0,notalk
16.7,11.1,60000,3221152.0,53.6858666667,68000,7899665.0,116.1715441176,7.1,600.0,84.0,0,0,0,1,0,0,men
26.3,3.2,23000000,369884651.0,16.0819413478,22000000,536584650.0,24.3902113636,6.5,1616.0,119.0,1,0,0,0,0,1,ok
9.1,0.0,1800000,41158757.0,22.8659761111,2200000,82317514.0,37.4170518182,7.4,435.0,104.0,0,0,1,0,0,0,notalk
16.7,10.5,1000000,117235147.0,117.235147,1000000,342235147.0,342.235147,7.5,1843.0,119.0,0,0,1,0,0,0,notalk
16.7,16.7,23000000,43984230.0,1.9123578261,25000000,87968000.0,3.51872,7.4,362.0,163.0,0,0,0,0,1,0,dubious
36.0,16.0,25000000,412800000.0,16.512,25000000,585625435.0,23.4250174,7.6,1762.0,133.0,0,0,1,0,0,0,notalk
26.7,33.3,1500000,2300000.0,1.5333333333,1500000,4600000.0,3.0666666667,6.7,146.0,92.0,0,0,0,1,0,0,men
28.6,18.8,550000,59754601.0,108.6447290909,17000000,156702790.0,9.2178111765,6.4,622.0,95.0,0,0,0,1,0,0,men
45.5,20.0,1250000,21722776.0,17.3782208,1250000,43445552.0,34.7564416,6.0,321.0,87.0,0,0,1,0,0,0,notalk
50.0,11.1,4000000,36690067.0,9.17251675,2250000,73380134.0,32.6133928889,5.7,257.0,95.0,0,0,0,0,1,0,dubious
36.4,0.0,2600000,32980880.0,12.6849538462,2600000,65961760.0,25.3699076923,5.9,241.0,91.0,1,0,0,0,0,1,ok
40.0,21.4,300000,70000000.0,233.3333333333,15000000,135783552.0,9.0522368,7.4,1066.0,91.0,0,0,0,0,1,0,dubious
39.1,20.0,2500000,25533818.0,10.2135272,2500000,51067636.0,20.4270544,6.4,370.0,92.0,1,0,0,0,0,1,ok
33.3,0.0,9000000,44196684.0,4.9107426667,9000000,77441368.0,8.6045964444,6.3,605.0,87.0,1,0,0,0,0,1,ok
40.0,0.0,13000000,35763605.0,2.7510465385,13000000,61071144.0,4.6977803077,5.8,323.0,84.0,1,0,0,0,0,1,ok
38.5,18.8,10700000,122200000.0,11.4205607477,10700000,196412038.0,18.3562652336,7.1,811.0,114.0,1,0,0,0,0,1,ok
57.1,0.0,10500000,14144000.0,1.347047619,9500000,28228000.0,2.9713684211,4.6,127.0,98.0,1,0,0,0,0,1,ok
46.2,7.7,8000000,441306145.0,55.163268125,12000000,607603136.0,50.6335946667,7.5,2046.0,122.0,1,0,0,0,0,1,ok
25.0,23.1,15000000,120207127.0,8.0138084667,15000000,185384700.0,12.35898,7.0,1367.0,110.0,0,0,1,0,0,0,notalk
18.8,27.3,11000000,153083102.0,13.9166456364,11000000,296336918.0,26.9397198182,6.9,1629.0,106.0,0,0,1,0,0,0,notalk
25.0,6.7,95000000,250288523.0,2.6346160316,65000000,327528745.0,5.0389037692,6.3,1211.0,136.0,0,0,1,0,0,0,notalk
20.8,28.0,40000000,332000000.0,8.3,40000000,450450002.0,11.26125005,7.4,3926.0,108.0,1,0,0,0,0,1,ok
15.4,20.8,40000000,244527583.0,6.113189575,40000000,331366629.0,8.284165725,7.1,2978.0,118.0,0,0,1,0,0,0,notalk
55.6,12.5,14000000,34670720.0,2.47648,14000000,69400000.0,4.9571428571,7.1,267.0,119.0,1,0,0,0,0,1,ok
35.0,15.8,40000000,30925690.0,0.77314225,45000000,54894942.0,1.2198876,6.5,576.0,137.0,0,0,0,0,1,0,dubious
14.3,33.3,7000000,8373585.0,1.1962264286,7000000,16747170.0,2.3924528571,7.0,206.0,164.0,0,0,0,1,0,0,men
30.8,42.9,15000000,17507368.0,1.1671578667,15000000,35014736.0,2.3343157333,5.5,104.0,84.0,0,0,1,0,0,0,notalk
8.0,21.2,70000000,481840909.0,6.8834415571,65000000,701370170.0,10.7903103077,7.9,5148.0,169.0,0,1,0,0,0,0,nowomen
40.0,0.0,28000000,39514713.0,1.41123975,28000000,78720982.0,2.8114636429,6.5,491.0,96.0,1,0,0,0,0,1,ok
25.0,15.0,50000000,44547681.0,0.89095362,50000000,93811532.0,1.87623064,6.8,593.0,140.0,0,0,1,0,0,0,notalk
16.7,0.0,10000000,50752337.0,5.0752337,10000000,101504674.0,10.1504674,6.4,203.0,101.0,0,0,1,0,0,0,notalk
37.5,14.8,25000000,11137801.0,0.44551204,27000000,21237626.0,0.7865787407,6.6,122.0,109.0,1,0,0,0,0,1,ok
15.4,0.0,8000000,69821334.0,8.72766675,8000000,125198990.0,15.64987375,6.1,328.0,111.0,0,0,1,0,0,0,notalk
0.0,28.6,17000000,33000000.0,1.9411764706,17000000,53837152.0,3.1668912941,6.6,717.0,96.0,0,1,0,0,0,0,nowomen
40.0,0.0,17000000,55041738.0,3.2377492941,17000000,110083476.0,6.4754985882,5.7,306.0,86.0,1,0,0,0,0,1,ok
6.2,19.2,28000000,333000000.0,11.8928571429,28000000,512960542.0,18.3200193571,7.1,2841.0,118.0,0,1,0,0,0,0,nowomen
35.7,25.0,30000000,191502426.0,6.3834142,30000000,305004492.0,10.1668164,6.7,871.0,99.0,1,0,0,0,0,1,ok
43.8,41.2,26000000,65705772.0,2.5271450769,26000000,131411544.0,5.0542901538,6.8,408.0,121.0,1,0,0,0,0,1,ok
18.2,0.0,25000000,15502112.0,0.62008448,25000000,31004224.0,1.24016896,6.2,282.0,94.0,0,0,0,0,1,0,dubious
35.7,12.5,60000000,48585416.0,0.8097569333,60000000,71970832.0,1.1995138667,4.4,205.0,89.0,1,0,0,0,0,1,ok
32.0,6.8,45000000,131183530.0,2.9151895556,45000000,201379564.0,4.4751014222,6.5,1950.0,120.0,0,0,1,0,0,0,notalk
36.4,25.0,15000000,73326666.0,4.8884444,15000000,146653332.0,9.7768888,7.1,1475.0,92.0,1,0,0,0,0,1,ok
43.8,12.5,2000000,7900000.0,3.95,3000000,26400000.0,8.8,6.7,86.0,121.0,1,0,0,0,0,1,ok
42.9,22.2,13000000,16757163.0,1.2890125385,13000000,33514326.0,2.5780250769,5.5,138.0,106.0,0,0,1,0,0,0,notalk
7.1,18.2,12000000,22921898.0,1.9101581667,12000000,45843796.0,3.8203163333,6.9,451.0,121.0,0,0,1,0,0,0,notalk
6.7,20.6,40000000,243240178.0,6.08100445,33000000,377840178.0,11.4497023636,7.1,899.0,138.0,0,0,1,0,0,0,notalk
16.7,12.5,33000000,244386864.0,7.4056625455,35000000,386486864.0,11.0424818286,6.8,1254.0,98.0,1,0,0,0,0,1,ok
42.1,21.4,14000000,72527595.0,5.1805425,14000000,110688571.0,7.9063265,5.6,293.0,99.0,1,0,0,0,0,1,ok
36.8,18.2,8000000,21706101.0,2.713262625,8000000,50582803.0,6.322850375,6.9,169.0,124.0,1,0,0,0,0,1,ok
34.8,50.0,20000000,53000000.0,2.65,20000000,107953974.0,5.3976987,7.5,3731.0,105.0,1,0,0,0,0,1,ok
23.5,11.1,11000000,31672907.0,2.8793551818,11000000,63344000.0,5.7585454545,6.5,205.0,92.0,0,0,1,0,0,0,notalk
9.1,14.3,11000000,64088552.0,5.826232,11000000,105858336.0,9.6234850909,7.3,393.0,120.0,0,0,1,0,0,0,notalk
33.3,33.3,25000000,50671850.0,2.026874,25000000,83096376.0,3.32385504,5.5,366.0,89.0,0,0,1,0,0,0,notalk
76.9,42.3,75000000,46683377.0,0.6224450267,60000000,115187555.0,1.9197925833,6.3,348.0,104.0,1,0,0,0,0,1,ok
50.0,20.0,3000000,2807390.0,0.9357966667,3000000,8492906.0,2.8309686667,7.4,197.0,139.0,1,0,0,0,0,1,ok
15.0,17.1,20000000,23875127.0,1.19375635,10000000,13439728.0,1.3439728,8.2,3120.0,119.0,0,0,0,1,0,0,men
33.3,33.3,30000000,82150642.0,2.7383547333,25000000,112233341.0,4.48933364,7.2,346.0,124.0,1,0,0,0,0,1,ok
16.7,13.3,90000000,250649836.0,2.7849981778,85000000,362199672.0,4.2611726118,6.7,1266.0,132.0,0,0,1,0,0,0,notalk
38.5,14.3,120000000,363258859.0,3.0271571583,45000000,525893884.0,11.6865307556,6.8,2379.0,95.0,1,0,0,0,0,1,ok
50.0,0.0,12000,6000000.0,500.0,12000,827604.0,68.967,6.2,111.0,93.0,1,0,0,0,0,1,ok
25.0,0.0,17900000,6948633.0,0.3881917877,17900000,13811722.0,0.771604581,5.0,211.0,89.0,1,0,0,0,0,1,ok
29.4,11.8,4500000,146198896.0,32.4886435556,4500000,162397788.0,36.0883973333,6.5,614.0,96.0,0,0,0,0,1,0,dubious
27.3,11.8,70000000,118000000.0,1.6857142857,70000000,187987658.0,2.6855379714,6.3,402.0,103.0,1,0,0,0,0,1,ok
42.1,21.4,70000000,218613188.0,3.1230455429,60000000,320013188.0,5.3335531333,6.9,847.0,99.0,0,0,1,0,0,0,notalk
30.8,0.0,9000000,17096053.0,1.8995614444,10000000,36185654.0,3.6185654,7.5,688.0,93.0,0,0,1,0,0,0,notalk
21.4,26.7,25000000,289317794.0,11.57271176,26000000,379817794.0,14.6083766923,6.8,831.0,122.0,1,0,0,0,0,1,ok
0.0,9.1,15000000,125212904.0,8.3475269333,14000000,172425808.0,12.3161291429,7.2,1523.0,93.0,0,1,0,0,0,0,nowomen
20.0,15.4,8000000,90815558.0,11.35194475,40000000,535683236.0,13.3920809,6.9,913.0,126.0,1,0,0,0,0,1,ok
56.2,33.3,65000000,250821495.0,3.8587922308,65000000,366621495.0,5.6403306923,6.3,859.0,119.0,1,0,0,0,0,1,ok
7.7,13.3,52000000,98126565.0,1.8870493269,52000000,72800982.0,1.4000188846,7.2,793.0,170.0,0,0,1,0,0,0,notalk
48.0,25.0,15000000,40283321.0,2.6855547333,15000000,80566642.0,5.3711094667,6.2,500.0,104.0,0,0,0,0,1,0,dubious
20.0,20.0,75000000,14010690.0,0.1868092,75000000,44637380.0,0.5951650667,5.0,151.0,99.0,0,0,0,0,1,0,dubious
40.0,22.2,37000000,37962774.0,1.0260209189,30000000,32591548.0,1.0863849333,5.1,227.0,110.0,0,0,0,0,1,0,dubious
12.5,0.0,85000,30859000.0,363.0470588235,140000,53144878.0,379.6062714286,7.1,617.0,83.0,0,0,1,0,0,0,notalk
52.9,14.3,18000000,41382841.0,2.2990467222,18000000,82765682.0,4.5980934444,5.9,138.0,103.0,1,0,0,0,0,1,ok
14.3,10.0,5000000,328203506.0,65.6407012,5000000,502803506.0,100.5607012,6.3,512.0,97.0,0,0,0,0,1,0,dubious
21.4,12.5,90000000,161626121.0,1.7958457889,50000000,243152242.0,4.86304484,6.7,557.0,100.0,0,0,1,0,0,0,notalk
69.2,50.0,3000000,3076820.0,1.0256066667,3000000,6153640.0,2.0512133333,5.9,93.0,87.0,1,0,0,0,0,1,ok
20.7,8.3,10000000,12827813.0,1.2827813,10000000,23655626.0,2.3655626,7.4,1068.0,89.0,0,0,1,0,0,0,notalk
38.5,19.2,40000000,96618699.0,2.415467475,40000000,132842268.0,3.3210567,6.1,479.0,123.0,0,0,1,0,0,0,notalk
20.7,6.2,14000000,116000000.0,8.2857142857,140000,53144878.0,379.6062714286,7.1,230.0,159.0,0,0,1,0,0,0,notalk
25.0,0.0,9000000,25000000.0,2.7777777778,7000000,50000000.0,7.1428571429,6.6,272.0,119.0,0,0,0,1,0,0,men
18.2,9.1,2500000,12348905.0,4.939562,2500000,24600000.0,9.84,6.3,270.0,98.0,0,0,1,0,0,0,notalk
18.8,16.7,80000000,176885658.0,2.211070725,30000000,283771316.0,9.4590438667,6.4,512.0,103.0,0,0,1,0,0,0,notalk
61.1,0.0,10500000,75902208.0,7.2287817143,11000000,114033791.0,10.3667082727,6.6,848.0,97.0,1,0,0,0,0,1,ok
4.2,12.5,1350000,3897569.0,2.8870881481,1350000,32253757.0,23.8916718519,7.5,1671.0,105.0,0,0,1,0,0,0,notalk
39.3,21.4,21000000,17762705.0,0.8458430952,21000000,35520488.0,1.6914518095,5.1,79.0,104.0,1,0,0,0,0,1,ok
20.0,39.4,63000000,463517383.0,7.3574187778,65000000,631759860.0,9.7193824615,7.9,9079.0,136.0,1,0,0,0,0,1,ok
37.5,40.0,16000000,53478166.0,3.342385375,13000000,98591991.0,7.5839993077,7.3,1768.0,97.0,1,0,0,0,0,1,ok
31.2,0.0,6500000,28451622.0,4.3771726154,6500000,45258714.0,6.9628790769,7.0,198.0,98.0,1,0,0,0,0,1,ok
11.8,17.6,80000000,415885488.0,5.1985686,80000000,571770976.0,7.1471372,6.6,2796.0,124.0,0,0,1,0,0,0,notalk
20.0,10.0,115000000,924317558.0,8.0375439826,115000000,1481589354.0,12.883385687,6.4,4526.0,136.0,1,0,0,0,0,1,ok
23.3,0.0,55000000,300218018.0,5.4585094182,55000000,434418018.0,7.8985094182,6.9,1042.0,143.0,0,0,1,0,0,0,notalk
16.7,7.7,54000000,190458706.0,3.5270130741,54000000,216371412.0,4.006878,6.5,642.0,127.0,0,0,0,0,1,0,dubious
40.0,20.0,39000000,75850624.0,1.9448877949,39000000,119901246.0,3.0743909231,5.3,500.0,125.0,1,0,0,0,0,1,ok
13.3,0.0,17000000,19300000.0,1.1352941176,17000000,22455648.0,1.3209204706,4.1,327.0,90.0,1,0,0,0,0,1,ok
25.0,10.0,1200000,112892319.0,94.0769325,1200000,279752834.0,233.1273616667,7.4,703.0,100.0,0,0,0,0,1,0,dubious
28.0,12.5,42000000,363889678.0,8.6640399524,42000000,479817904.0,11.4242358095,7.0,1309.0,124.0,1,0,0,0,0,1,ok
27.8,40.0,33000000,310940086.0,9.4224268485,35000000,516372721.0,14.7535063143,6.1,1034.0,95.0,0,0,1,0,0,0,notalk
25.0,22.2,150000000,448000000.0,2.9866666667,145000000,619283638.0,4.2709216414,7.1,1715.0,88.0,0,0,0,1,0,0,men
28.6,7.7,1530000,7267585.0,4.7500555556,1750000,21800497.0,12.4574268571,7.2,672.0,81.0,0,0,1,0,0,0,notalk
29.6,8.3,170000000,222104681.0,1.3064981235,175000000,335035016.0,1.9144858057,5.1,1042.0,106.0,0,0,0,1,0,0,men
46.3,25.0,11000000,235483004.0,21.4075458182,12000000,336524096.0,28.0436746667,6.4,2358.0,95.0,0,0,0,1,0,0,men
16.7,0.0,24000000,16290976.0,0.6787906667,24000000,32609572.0,1.3587321667,5.8,94.0,87.0,1,0,0,0,0,1,ok
16.7,8.3,60000,248000000.0,4133.3333333333,600000,388839099.0,648.065165,6.3,1090.0,81.0,1,0,0,0,0,1,ok
41.2,18.2,65000000,162091208.0,2.4937108923,65000000,141948761.0,2.1838270923,7.1,1266.0,159.0,1,0,0,0,0,1,ok
27.6,18.8,30000000,295212467.0,9.8404155667,30000000,530264248.0,17.6754749333,7.3,2431.0,107.0,0,0,1,0,0,0,notalk
63.2,25.0,10000000,10571408.0,1.0571408,10000000,21142816.0,2.1142816,6.5,88.0,98.0,1,0,0,0,0,1,ok
47.4,32.4,80000000,91188905.0,1.1398613125,80000000,271377810.0,3.392222625,5.2,374.0,113.0,1,0,0,0,0,1,ok
29.2,9.1,68000000,29762011.0,0.4376766324,68000000,63224022.0,0.9297650294,5.7,255.0,121.0,0,1,0,0,0,0,nowomen
28.6,9.1,11000000,20000000.0,1.8181818182,11000000,40000000.0,3.6363636364,7.7,521.0,184.0,0,0,1,0,0,0,notalk
40.0,25.0,15000000,146292009.0,9.7528006,15000000,187179402.0,12.4786268,7.7,345.0,154.0,1,0,0,0,0,1,ok
33.3,18.2,25000000,38748395.0,1.5499358,30000000,77494770.0,2.583159,6.7,389.0,94.0,0,0,1,0,0,0,notalk
28.6,50.0,13000000,27500000.0,2.1153846154,13000000,12553738.0,0.9656721538,5.7,67.0,94.0,1,0,0,0,0,1,ok
21.7,4.3,70000000,23159305.0,0.3308472143,50000000,54493222.0,1.08986444,7.6,1470.0,86.0,0,1,0,0,0,0,nowomen
65.7,12.0,40000000,672806292.0,16.8201573,40000000,966312584.0,24.1578146,7.7,3223.0,107.0,0,0,0,0,1,0,dubious
40.0,10.5,3500000,83453539.0,23.8438682857,3500000,166907078.0,47.6877365714,7.1,1104.0,88.0,0,0,0,0,1,0,dubious
7.1,13.3,160000000,61698899.0,0.3856181188,125000000,94397798.0,0.755182384,6.4,524.0,102.0,0,0,0,0,1,0,dubious
59.5,34.9,15000000,356296601.0,23.7531067333,15000000,486316094.0,32.4210729333,7.9,3438.0,122.0,1,0,0,0,0,1,ok
14.8,0.0,65000000,117758500.0,1.8116692308,36000000,185656347.0,5.15712075,6.1,359.0,93.0,0,0,1,0,0,0,notalk
60.0,39.1,2000000,11540607.0,5.7703035,2000000,32281607.0,16.1408035,7.2,360.0,118.0,1,0,0,0,0,1,ok
25.0,15.0,65000000,261317921.0,4.0202757077,125000000,257493965.0,2.05995172,7.1,1745.0,113.0,0,0,1,0,0,0,notalk
14.3,0.0,5500000,15700000.0,2.8545454545,15700000,31400000.0,2.0,7.4,284.0,105.0,0,0,1,0,0,0,notalk
40.0,7.1,4000000,92921203.0,23.23030075,7000000,291927148.0,41.7038782857,6.1,313.0,95.0,1,0,0,0,0,1,ok
7.7,20.0,18000000,358991681.0,19.9439822778,20000000,532580366.0,26.6290183,6.3,2459.0,120.0,0,0,1,0,0,0,notalk
20.5,12.5,63000000,100853753.0,1.6008532222,65000000,137883855.0,2.1212900769,8.3,9678.0,139.0,0,0,1,0,0,0,notalk
4.8,9.1,5000000,42365581.0,8.4731162,12000000,74800000.0,6.2333333333,6.6,255.0,116.0,0,0,1,0,0,0,notalk
21.9,0.0,13000000,53000000.0,4.0769230769,120000000,276342135.0,2.302851125,7.1,1494.0,102.0,0,0,1,0,0,0,notalk
26.7,13.3,70000000,329803958.0,4.7114851143,70000000,505612492.0,7.2230356,7.2,1466.0,104.0,0,0,1,0,0,0,notalk
18.2,22.2,32000000,156167015.0,4.8802192188,42000000,190834030.0,4.543667381,5.9,549.0,133.0,0,0,0,1,0,0,men
29.4,11.8,13000000,22863596.0,1.7587381538,13000000,55241307.0,4.2493313077,7.3,1124.0,112.0,1,0,0,0,0,1,ok
33.3,0.0,26500000,159375308.0,6.014162566,20000000,152724107.0,7.63620535,8.2,2041.0,134.0,1,0,0,0,0,1,ok
20.8,0.0,22700000,38119483.0,1.6792723789,22700000,76238966.0,3.3585447577,6.7,924.0,96.0,0,0,0,0,1,0,dubious
46.2,0.0,23000000,18653615.0,0.8110267391,23000000,37307230.0,1.6220534783,5.9,67.0,114.0,0,0,0,0,1,0,dubious
26.1,22.2,10000000,30652890.0,3.065289,10000000,74600287.0,7.4600287,6.8,842.0,130.0,0,0,0,0,1,0,dubious
40.0,0.0,30000000,163644662.0,5.4548220667,30000000,249389324.0,8.3129774667,6.7,336.0,75.0,0,0,1,0,0,0,notalk
23.8,15.4,100000000,206071502.0,2.06071502,70000000,308136680.0,4.4019525714,6.9,1774.0,105.0,1,0,0,0,0,1,ok
53.8,14.3,14000000,320145693.0,22.8675495,14000000,476745693.0,34.0532637857,6.6,305.0,119.0,0,0,0,0,1,0,dubious
0.0,14.3,30000000,38413606.0,1.2804535333,30000000,120027212.0,4.0009070667,7.2,241.0,126.0,0,0,0,1,0,0,men
25.0,24.4,90000000,497366869.0,5.5262985444,90000000,757210455.0,8.4134495,7.3,3914.0,92.0,0,0,1,0,0,0,notalk
25.0,18.5,60000000,284600000.0,4.7433333333,60000000,427502748.0,7.1250458,8.2,4166.0,189.0,0,0,1,0,0,0,notalk
35.3,11.1,133000000,300135367.0,2.2566568947,105000000,438815224.0,4.1791926095,5.8,998.0,84.0,0,0,1,0,0,0,notalk
26.9,20.8,37000000,48451803.0,1.3095081892,37000000,70897777.0,1.9161561351,7.5,844.0,188.0,0,0,1,0,0,0,notalk
20.0,20.0,45000000,90683916.0,2.0151981333,45000000,161947452.0,3.5988322667,6.9,722.0,102.0,0,0,1,0,0,0,notalk
33.3,25.0,40000000,128798265.0,3.219956625,40000000,210084270.0,5.25210675,7.1,790.0,139.0,0,0,0,0,1,0,dubious
35.7,15.4,4500000,27092880.0,6.02064,4500000,54185760.0,12.04128,7.0,330.0,90.0,0,0,0,1,0,0,men
31.7,9.1,34000000,48169908.0,1.416762,35000000,96339820.0,2.7525662857,7.3,377.0,202.0,0,0,0,0,1,0,dubious
18.8,11.1,20000000,121697323.0,6.08486615,20000000,304794646.0,15.2397323,6.5,738.0,94.0,0,0,1,0,0,0,notalk
52.4,12.5,40000000,107458785.0,2.686469625,40000000,239973991.0,5.999349775,6.8,362.0,128.0,1,0,0,0,0,1,ok
50.0,0.0,55000000,149022650.0,2.7095027273,55000000,207445300.0,3.7717327273,6.3,655.0,104.0,1,0,0,0,0,1,ok
40.0,40.0,7000000,16624456.0,2.3749222857,7000000,28463338.0,4.0661911429,5.3,192.0,86.0,1,0,0,0,0,1,ok
0.0,0.0,220000,2040920.0,9.2769090909,7000,4082848.0,583.264,6.6,243.0,81.0,0,1,0,0,0,0,nowomen
40.0,43.8,40000000,161834276.0,4.0458569,40000000,250976152.0,6.2744038,5.7,749.0,116.0,1,0,0,0,0,1,ok
0.0,15.4,6000000,30471.0,0.0050785,7000000,442345.0,0.0631921429,7.2,848.0,108.0,0,1,0,0,0,0,nowomen
33.3,11.1,40000000,144056873.0,3.601421825,50000000,79557198.0,1.59114396,6.3,1271.0,119.0,0,0,1,0,0,0,notalk
25.0,33.3,26000000,28780255.0,1.1069328846,9000000,45737600.0,5.0819555556,6.5,202.0,118.0,0,0,1,0,0,0,notalk
22.2,29.6,23000000,53187659.0,2.312506913,23000000,92417176.0,4.018138087,6.7,1812.0,108.0,1,0,0,0,0,1,ok
37.5,21.7,41300000,106371651.0,2.57558477,24000000,142790359.0,5.9495982917,6.3,540.0,98.0,1,0,0,0,0,1,ok
50.0,9.5,90000000,60874615.0,0.6763846111,90000000,166874615.0,1.8541623889,5.7,374.0,114.0,0,0,1,0,0,0,notalk
40.0,23.1,777000,140000000.0,180.1801801802,777000,255000000.0,328.1853281853,6.9,330.0,110.0,0,0,0,1,0,0,men
62.5,51.7,52000000,256271286.0,4.9282939615,50000000,383353928.0,7.66707856,7.1,730.0,131.0,1,0,0,0,0,1,ok
31.8,15.4,23000000,53302314.0,2.317491913,23000000,165339184.0,7.1886601739,6.4,1416.0,98.0,0,0,1,0,0,0,notalk
27.3,6.2,2700000,141000000.0,52.2222222222,3000000,283200000.0,94.4,7.0,420.0,109.0,0,0,0,1,0,0,men
7.7,9.1,25000000,78000000.0,3.12,25000000,157313626.0,6.29254504,5.8,290.0,88.0,1,0,0,0,0,1,ok
14.3,0.0,1500000,11806119.0,7.870746,1500000,23612238.0,15.741492,6.6,370.0,92.0,0,0,1,0,0,0,notalk
0.0,0.0,13000000,123922370.0,9.53249,13000000,247844740.0,19.06498,7.1,658.0,121.0,0,0,1,0,0,0,notalk
7.1,14.3,25000000,91036760.0,3.6414704,25000000,147010096.0,5.88040384,6.0,334.0,115.0,0,1,0,0,0,0,nowomen
10.0,22.2,20000000,303788635.0,15.18943175,20000000,503700000.0,25.185,7.2,1122.0,135.0,0,0,1,0,0,0,notalk
10.0,15.4,20000000,18432000.0,0.9216,20000000,36800000.0,1.84,6.8,264.0,121.0,0,1,0,0,0,0,nowomen
45.8,16.7,30000000,47126295.0,1.5708765,20000000,75158718.0,3.7579359,7.0,636.0,113.0,0,0,0,1,0,0,men
11.1,0.0,95000000,76432727.0,0.8045550211,95000000,116502661.0,1.2263438,7.0,892.0,89.0,0,1,0,0,0,0,nowomen
32.1,22.2,70000000,300854823.0,4.2979260429,70000000,420509646.0,6.0072806571,6.7,1563.0,144.0,0,0,0,1,0,0,men
30.0,33.3,3800000,23689877.0,6.2341781579,3800000,47379754.0,12.4683563158,7.8,391.0,121.0,1,0,0,0,0,1,ok
31.6,0.0,10000000,5241315.0,0.5241315,10000000,10482630.0,1.048263,4.6,20.0,98.0,1,0,0,0,0,1,ok
33.3,50.0,24000000,36609995.0,1.5254164583,24000000,65324598.0,2.72185825,6.1,68.0,115.0,0,0,0,0,1,0,dubious
10.0,12.5,18000000,98235548.0,5.4575304444,18000000,158003106.0,8.7779503333,7.3,2129.0,107.0,0,1,0,0,0,0,nowomen
50.0,41.4,7000000,34266564.0,4.8952234286,8000000,43744702.0,5.46808775,7.3,2128.0,102.0,0,0,1,0,0,0,notalk
58.8,40.0,20000000,27728118.0,1.3864059,15000000,55150747.0,3.6767164667,7.5,93.0,124.0,1,0,0,0,0,1,ok
73.3,0.0,15000000,33771174.0,2.2514116,15000000,74633228.0,4.9755485333,6.9,159.0,120.0,1,0,0,0,0,1,ok
7.7,15.6,103000000,457640427.0,4.4431109417,103000000,645367610.0,6.2657049515,7.9,5566.0,155.0,0,1,0,0,0,0,nowomen
80.0,25.0,18000000,17200925.0,0.9556069444,18000000,34401850.0,1.9112138889,6.8,95.0,115.0,1,0,0,0,0,1,ok
29.4,0.0,55000000,56932305.0,1.0351328182,55000000,128122140.0,2.3294934545,6.2,756.0,110.0,0,0,1,0,0,0,notalk
