castFemalePercentage,crewFemalePercentage,budget,revenue,revenueRatio,directorGender,vote_average,vote_count,runtime,releaseYear,releaseTimeOfYear,original_language,popularity,original_title,title
8.3,14.3,25,13.0,0.52,0,7.0,59.0,145.0,1999.0,0.9808,en,4.496585,Angela's Ashes,Angela's Ashes
22.7,0.0,24000000,8434146.0,0.35142275,0,5.7,53.0,124.0,1999.0,0.9808,en,4.347609,Play It to the Bone,Play It to the Bone
7.7,2.8,12000000,53267000.0,4.4389166667,0,7.8,445.0,151.0,1973.0,0.9479,en,15.698433,Papillon,Papillon
16.7,0.0,10000000,7825000.0,0.7825,0,6.6,178.0,96.0,1989.0,0.263,en,13.464246,Dead Calm,Dead Calm
35.7,15.4,4500000,27092880.0,6.02064,1,7.0,330.0,90.0,1982.0,0.6137,en,14.658885,Fast Times at Ridgemont High,Fast Times at Ridgemont High
40.0,30.8,15000000,6908797.0,0.4605864667,0,6.4,49.0,120.0,1988.0,0.8607,en,3.970538,A Cry in the Dark,A Cry in the Dark
0.0,33.3,250000,609524.0,2.438096,0,6.4,15.0,85.0,1991.0,0.2575,en,1.924535,Poison,Poison
31.7,9.1,34000000,48169908.0,1.416762,0,7.3,377.0,202.0,1992.0,0.8798,en,14.207001,Malcolm X,Malcolm X
56.2,16.7,31000000,231605150.0,7.471133871,0,6.5,713.0,100.0,1992.0,0.4044,en,18.83065,Sister Act,Sister Act
69.2,25.0,38000000,57319029.0,1.5083955,0,5.9,384.0,107.0,1993.0,0.937,en,12.986842,Sister Act 2: Back in the Habit,Sister Act 2: Back in the Habit
66.7,20.0,11700000,88036683.0,7.5245028205,0,6.5,196.0,110.0,1992.0,0.0246,en,6.672715,The Hand that Rocks the Cradle,The Hand that Rocks the Cradle
13.3,18.2,32000000,36733909.0,1.1479346562,0,6.7,383.0,120.0,1993.0,0.0384,en,8.662287,Alive,Alive
41.7,28.0,31000000,134095253.0,4.3256533226,0,7.3,763.0,157.0,1992.0,0.9754,en,14.505987,Scent of a Woman,Scent of a Woman
52.4,12.5,40000000,107458785.0,2.686469625,1,6.8,362.0,128.0,1992.0,0.4973,en,10.852038,A League of Their Own,A League of Their Own
21.7,0.0,45000000,178051587.0,3.9567019333,0,6.4,440.0,117.0,1992.0,0.4235,en,11.075674,Patriot Games,Patriot Games
19.0,17.4,25000000,411006740.0,16.4402696,0,6.2,681.0,129.0,1992.0,0.8989,en,9.805017,The Bodyguard,The Bodyguard
50.0,0.0,55000000,149022650.0,2.7095027273,0,6.3,655.0,104.0,1992.0,0.5765,en,11.017417,Death Becomes Her,Death Becomes Her
21.4,0.0,60000000,137783840.0,2.2963973333,0,6.3,294.0,140.0,1992.0,0.388,en,7.472753,Far and Away,Far and Away
32.0,29.2,10000000,4160851.0,0.4160851,0,7.3,429.0,134.0,1992.0,0.4208,en,8.736538,Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk with Me
40.0,40.0,7000000,16624456.0,2.3749222857,1,5.3,192.0,86.0,1992.0,0.5601,en,4.941989,Buffy the Vampire Slayer,Buffy the Vampire Slayer
0.0,0.0,220000,2040920.0,9.2769090909,0,6.6,243.0,81.0,1992.0,0.6749,es,9.972591,El Mariachi,El Mariachi
36.4,38.5,1000000,2019469.0,2.019469,0,6.9,162.0,96.0,1992.0,0.7077,en,6.417037,Bad Lieutenant,Bad Lieutenant
40.0,43.8,40000000,161834276.0,4.0458569,0,5.7,749.0,116.0,2000.0,0.0902,en,9.738371,Scream 3,Scream 3
42.9,0.0,16000000,48017402.0,3.001087625,0,6.0,139.0,107.0,1992.0,0.6175,en,7.246119,Single White Female,Single White Female
0.0,15.4,6000000,30471.0,0.0050785,0,7.2,848.0,108.0,1999.0,0.0575,en,12.457908,The Boondock Saints,The Boondock Saints
26.7,0.0,10000000,1631839.0,0.1631839,0,5.4,24.0,101.0,2000.0,0.0929,en,6.370105,Gun Shy,Gun Shy
33.3,11.1,40000000,144056873.0,3.601421825,0,6.3,1271.0,119.0,2000.0,0.112,en,14.430311,The Beach,The Beach
12.5,10.0,30000000,45554533.0,1.5184844333,1,6.3,146.0,77.0,2000.0,0.112,en,7.023414,The Tigger Movie,The Tigger Movie
50.0,0.0,200000,1160268.0,5.80134,0,4.5,1.0,93.0,2000.0,0.112,en,0.06431,Trois,Trois
25.0,33.3,26000000,28780255.0,1.1069328846,0,6.5,202.0,118.0,2000.0,0.1311,en,8.518425,Boiler Room,Boiler Room
78.6,66.7,40000000,36037909.0,0.900947725,1,5.0,42.0,94.0,2000.0,0.1257,en,6.474767,Hanging Up,Hanging Up
37.5,21.7,41300000,106371651.0,2.57558477,0,6.3,540.0,98.0,2000.0,0.1311,en,12.061521,The Whole Nine Yards,The Whole Nine Yards
21.4,0.0,1500000,19181.0,0.0127873333,0,8.2,444.0,87.0,1931.0,0.0795,en,10.891524,City Lights,City Lights
30.0,0.0,250000,2500000.0,10.0,0,8.0,404.0,68.0,1921.0,0.0548,en,8.168456,The Kid,The Kid
5.6,35.7,42000000,32168970.0,0.7659278571,0,5.3,175.0,124.0,2000.0,0.1503,en,12.11759,Reindeer Games,Reindeer Games
30.8,0.0,6000000,9000000.0,1.5,0,5.9,15.0,82.0,2000.0,0.1639,en,0.651625,3 Strikes,3 Strikes
25.0,0.0,16000000,15427192.0,0.9641995,0,5.4,43.0,96.0,2000.0,0.1694,en,4.372616,Drowning Mona,Drowning Mona
50.0,36.4,25000000,24362772.0,0.97451088,0,4.3,29.0,108.0,2000.0,0.1694,en,2.971999,The Next Best Thing,The Next Best Thing
11.1,0.0,2053648,500000.0,0.2434691826,0,7.8,17.0,102.0,1999.0,0.8055,en,2.691433,Beyond the Mat,Beyond the Mat
33.3,0.0,12000000,1400000.0,0.1166666667,0,6.9,112.0,120.0,1984.0,0.9508,en,16.243093,Birdy,Birdy
25.0,0.0,24500,4000000.0,163.2653061224,0,5.3,26.0,67.0,1963.0,0.4274,en,1.783412,Blood Feast,Blood Feast
50.0,9.5,90000000,60874615.0,0.6763846111,0,5.7,374.0,114.0,2000.0,0.1885,en,9.021107,Mission to Mars,Mission to Mars
27.3,5.9,38000000,58401898.0,1.5368920526,0,6.3,768.0,133.0,1999.0,0.6438,en,11.316349,The Ninth Gate,The Ninth Gate
33.3,22.2,2300000,20000000.0,8.6956521739,0,7.4,80.0,100.0,1979.0,0.3918,en,4.806374,Breaking Away,Breaking Away
37.5,13.3,9000000,28607524.0,3.1786137778,0,7.1,143.0,114.0,1986.0,0.8685,en,6.484495,Hoosiers,Hoosiers
18.2,20.0,7000000,50888000.0,7.2697142857,0,6.6,154.0,108.0,1988.0,0.4536,en,6.924072,Bull Durham,Bull Durham
29.6,15.8,1800000,46665856.0,25.9254755556,0,7.6,685.0,125.0,1975.0,0.6082,en,7.530126,Dog Day Afternoon,Dog Day Afternoon
40.0,23.1,777000,140000000.0,180.1801801802,0,6.9,330.0,110.0,1973.0,0.5808,en,9.188584,American Graffiti,American Graffiti
14.5,13.3,40000000,205405498.0,5.13513745,0,7.5,513.0,189.0,1991.0,0.9671,en,13.813146,JFK,JFK
41.7,16.7,18000000,39321715.0,2.1845397222,0,5.6,115.0,95.0,1987.0,0.2329,en,6.696292,Blind Date,Blind Date
50.0,0.0,12000000,5669831.0,0.4724859167,0,5.5,21.0,83.0,1987.0,0.5973,en,7.569698,Nadine,Nadine
62.5,0.0,1805000,4905000.0,2.7174515235,0,6.2,27.0,98.0,1953.0,0.274,en,12.90707,Titanic,Titanic
62.5,51.7,52000000,256271286.0,4.9282939615,0,7.1,730.0,131.0,2000.0,0.2077,en,10.135446,Erin Brockovich,Erin Brockovich
31.8,15.4,23000000,53302314.0,2.317491913,0,6.4,1416.0,98.0,2000.0,0.2049,en,14.961416,Final Destination,Final Destination
23.5,28.6,16000000,45361000.0,2.8350625,0,7.2,766.0,130.0,1991.0,0.3918,en,14.785388,Thelma & Louise,Thelma & Louise
27.3,6.2,2700000,141000000.0,52.2222222222,0,7.0,420.0,109.0,1978.0,0.5671,en,7.525382,Animal House,Animal House
19.2,11.1,6500000,37295445.0,5.7377607692,0,7.6,301.0,120.0,1989.0,0.4932,en,10.465403,Do the Right Thing,Do the Right Thing
14.3,0.0,10000000,16153593.0,1.6153593,0,6.3,48.0,129.0,1990.0,0.5863,en,2.715137,Mo' Better Blues,Mo' Better Blues
33.3,11.1,14000000,32482682.0,2.3201915714,0,6.0,71.0,132.0,1991.0,0.4301,en,7.701918,Jungle Fever,Jungle Fever
22.2,0.0,3000000,22000000.0,7.3333333333,0,7.0,165.0,93.0,1974.0,0.5589,en,12.968011,Death Wish,Death Wish
21.4,0.0,2000000,45000000.0,22.5,0,6.1,74.0,88.0,1982.0,0.137,en,7.965003,Death Wish 2,Death Wish 2
22.2,0.0,9000000,16945171.0,1.8827967778,0,6.1,68.0,92.0,1985.0,0.8329,en,12.829904,Death Wish 3,Death Wish 3
20.0,22.2,5000000,1702394.0,0.3404788,0,5.0,46.0,95.0,1994.0,0.0356,en,3.595599,Death Wish 5: The Face of Death,Death Wish 5: The Face of Death
44.4,38.5,6000000,1193062.0,0.1988436667,0,4.7,27.0,91.0,1991.0,0.7945,en,2.329486,Cool as Ice,Cool as Ice
7.1,25.0,13500000,202000000.0,14.962962963,0,6.5,486.0,93.0,1990.0,0.2411,en,13.184585,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles
7.7,9.1,25000000,78000000.0,3.12,0,5.8,290.0,88.0,1991.0,0.2192,en,7.994266,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
12.5,14.3,21000000,42000000.0,2.0,0,5.1,189.0,96.0,1993.0,0.2055,en,8.13688,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III
17.6,0.0,4200000,38376497.0,9.1372611905,0,6.4,217.0,114.0,1984.0,0.6066,en,8.233168,Red Dawn,Red Dawn
15.6,28.6,8700000,4865912.0,0.5593002299,0,6.9,14.0,109.0,1986.0,0.274,en,4.397712,Band of the Hand,Band of the Hand
14.3,0.0,1500000,11806119.0,7.870746,0,6.6,370.0,92.0,1988.0,0.153,en,8.822276,Bloodsport,Bloodsport
28.6,20.0,7000000,20000000.0,2.8571428571,0,5.7,46.0,104.0,1978.0,0.5836,en,3.705714,Eyes of Laura Mars,Eyes of Laura Mars
0.0,0.0,13000000,123922370.0,9.53249,0,7.1,658.0,121.0,1987.0,0.9753,en,9.023282,"Good Morning, Vietnam","Good Morning, Vietnam"
53.3,9.1,4000000,56666667.0,14.16666675,0,7.6,174.0,108.0,1967.0,0.9425,en,5.032469,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner
7.1,14.3,25000000,91036760.0,3.6414704,0,6.0,334.0,115.0,2000.0,0.2158,en,8.369176,Romeo Must Die,Romeo Must Die
9.1,0.0,1,8500000.0,8500000.0,0,8.1,881.0,87.0,1936.0,0.0956,en,8.159556,Modern Times,Modern Times
25.0,0.0,2500000,10000000.0,4.0,0,7.4,69.0,112.0,1963.0,0.4055,en,4.526285,Hud,Hud
18.2,18.2,2000000,7600000.0,3.8,0,7.6,243.0,134.0,1961.0,0.7315,en,9.333533,The Hustler,The Hustler
10.0,22.2,20000000,303788635.0,15.18943175,0,7.2,1122.0,135.0,1977.0,0.874,en,10.610446,Close Encounters of the Third Kind,Close Encounters of the Third Kind
26.7,0.0,25000000,25965144.0,1.03860576,0,7.3,376.0,113.0,1990.0,0.8356,en,8.176863,Jacob's Ladder,Jacob's Ladder
60.7,33.3,6500000,54215416.0,8.3408332308,0,6.8,120.0,108.0,1987.0,0.5589,en,6.476534,La Bamba,La Bamba
10.0,15.4,20000000,18432000.0,0.9216,0,6.8,264.0,121.0,1985.0,0.2329,en,8.157587,Ladyhawke,Ladyhawke
25.0,40.0,6000000,8200000.0,1.3666666667,0,6.4,53.0,108.0,1986.0,0.2356,en,4.57535,Lucas,Lucas
14.3,0.0,15000000,35007180.0,2.333812,0,5.7,160.0,106.0,2000.0,0.2459,en,11.363754,The Skulls,The Skulls
32.1,22.2,70000000,300854823.0,4.2979260429,0,6.7,1563.0,144.0,1991.0,0.9425,en,14.508137,Hook,Hook
11.1,15.4,2300000,35000000.0,15.2173913043,0,7.6,309.0,121.0,1978.0,0.6959,en,7.186048,Midnight Express,Midnight Express
33.3,13.0,20000000,61276872.0,3.0638436,0,7.6,1085.0,107.0,1990.0,0.9068,en,15.020845,Misery,Misery
17.6,0.0,43000000,13300000.0,0.3093023256,0,5.2,17.0,119.0,1992.0,0.7268,en,0.987196,Mr. Saturday Night,Mr. Saturday Night
36.4,0.0,13000000,30867525.0,2.374425,0,5.7,14.0,107.0,1985.0,0.9808,en,1.46034,Murphy's Romance,Murphy's Romance
30.0,33.3,3800000,23689877.0,6.2341781579,0,7.8,391.0,121.0,1976.0,0.8333,en,13.180457,Network,Network
16.7,14.3,15000000,35509515.0,2.367301,0,6.9,155.0,114.0,1987.0,0.6164,en,11.457803,No Way Out,No Way Out
18.8,16.7,3700000,31800000.0,8.5945945946,0,7.4,303.0,135.0,1976.0,0.4945,en,5.849522,The Outlaw Josey Wales,The Outlaw Josey Wales
31.6,0.0,10000000,5241315.0,0.5241315,0,4.6,20.0,98.0,1999.0,0.674,en,1.191035,Black and White,Black and White
21.4,33.3,31000000,68106245.0,2.1969756452,0,7.0,473.0,118.0,2000.0,0.3224,en,10.163266,Frequency,Frequency
18.2,11.1,24000000,12372410.0,0.5155170833,0,4.7,51.0,107.0,2000.0,0.265,en,3.69298,Ready to Rumble,Ready to Rumble
33.3,50.0,24000000,36609995.0,1.5254164583,1,6.1,68.0,115.0,2000.0,0.265,en,5.269733,Return to Me,Return to Me
10.0,0.0,5000000,7230000.0,1.446,0,6.4,94.0,118.0,1978.0,0.8329,en,5.05047,Force 10 from Navarone,Force 10 from Navarone
36.4,23.1,7000000,95461682.0,13.6373831429,0,6.5,125.0,97.0,1981.0,0.5397,en,14.911301,Arthur,Arthur
47.8,0.0,6000000,38435947.0,6.4059911667,0,5.8,156.0,105.0,1984.0,0.4918,en,5.511756,Bachelor Party,Bachelor Party
10.0,12.5,18000000,98235548.0,5.4575304444,0,7.3,2129.0,107.0,1987.0,0.4411,en,18.495694,Predator,Predator
50.0,41.4,7000000,34266564.0,4.8952234286,1,7.3,2128.0,102.0,2000.0,0.2814,en,13.686715,American Psycho,American Psycho
41.7,20.0,30000000,37036004.0,1.2345334667,0,5.9,161.0,127.0,2000.0,0.2842,en,6.045585,Keeping the Faith,Keeping the Faith
16.7,0.0,6500000,21709020.0,3.3398492308,0,7.2,227.0,125.0,1976.0,0.7596,en,6.006812,Marathon Man,Marathon Man
23.1,0.0,6000000,39846344.0,6.6410573333,0,6.7,370.0,98.0,1980.0,0.5628,en,10.451986,Caddyshack,Caddyshack
33.3,28.6,14000000,5108820.0,0.3649157143,0,5.6,70.0,90.0,2000.0,0.3033,en,8.25719,Gossip,Gossip
58.8,40.0,20000000,27728118.0,1.3864059,1,7.5,93.0,124.0,2000.0,0.3033,en,5.733227,Love & Basketball,Love & Basketball
0.0,33.3,62000000,127666415.0,2.0591357258,0,6.1,345.0,116.0,2000.0,0.3005,en,7.879924,U-571,U-571
35.3,50.0,6000000,10409377.0,1.7348961667,1,7.1,841.0,97.0,1999.0,0.3014,en,10.505387,The Virgin Suicides,The Virgin Suicides
38.5,8.3,83000000,59468275.0,0.716485241,0,4.4,140.0,90.0,2000.0,0.3224,en,6.053595,The Flintstones in Viva Rock Vegas,The Flintstones in Viva Rock Vegas
73.3,0.0,15000000,33771174.0,2.2514116,0,6.9,159.0,120.0,2000.0,0.3197,en,5.833133,Where the Heart Is,Where the Heart Is
0.0,31.6,7000000,3728888.0,0.5326982857,0,6.8,91.0,90.0,2000.0,0.3224,en,4.896026,The Big Kahuna,The Big Kahuna
37.5,20.0,2500000,7235.0,0.002894,0,6.7,107.0,117.0,1998.0,0.3205,da,9.174221,Idioterne,The Idiots
7.7,15.6,103000000,457640427.0,4.4431109417,0,7.9,5566.0,155.0,2000.0,0.3306,en,23.186667,Gladiator,Gladiator
7.7,0.0,44000000,21400000.0,0.4863636364,0,3.0,259.0,118.0,2000.0,0.3552,en,5.276926,Battlefield Earth,Battlefield Earth
80.0,25.0,18000000,17200925.0,0.9556069444,0,6.8,95.0,115.0,2000.0,0.3607,en,10.491734,Center Stage,Center Stage
23.1,25.0,2000000,1568749.0,0.7843745,0,6.0,35.0,112.0,2000.0,0.3607,en,12.896203,Hamlet,Hamlet
33.3,8.3,6000000,40940662.0,6.8234436667,0,6.6,239.0,90.0,1985.0,0.5644,en,11.461437,Pee-wee's Big Adventure,Pee-wee's Big Adventure
37.5,8.3,16000000,119754278.0,7.484642375,0,5.9,550.0,93.0,2000.0,0.3798,en,8.00158,Road Trip,Road Trip
33.3,0.0,2500000,10000000.0,4.0,0,6.4,18.0,91.0,1980.0,0.4098,en,2.599219,The Hollywood Knights,The Hollywood Knights
50.0,0.0,2000000,458815.0,0.2294075,0,3.4,5.0,93.0,1997.0,0.7096,en,0.228526,The Myth Of Fingerprints,The Myth Of Fingerprints
7.1,18.4,125000000,546388105.0,4.37110484,0,5.9,1966.0,123.0,2000.0,0.3934,en,18.97178,Mission: Impossible II,Mission: Impossible II
29.4,0.0,55000000,56932305.0,1.0351328182,0,6.2,756.0,110.0,2000.0,0.3989,en,10.308442,Shanghai Noon,Shanghai Noon
17.6,0.0,923000,2500000.0,2.7085590466,0,7.7,308.0,95.0,1925.0,0.4795,en,6.202041,The Gold Rush,The Gold Rush
20.8,12.5,14000000,185438673.0,13.2456195,0,6.6,515.0,125.0,1977.0,0.5123,en,9.781451,The Spy Who Loved Me,The Spy Who Loved Me
30.8,21.4,34000000,210308099.0,6.1855323235,0,5.9,551.0,126.0,1979.0,0.4822,en,10.576273,Moonraker,Moonraker
21.4,7.1,7000000,97572000.0,13.9388571429,0,6.4,533.0,125.0,1974.0,0.9151,en,12.127492,The Man with the Golden Gun,The Man with the Golden Gun
33.3,0.0,30000000,173959438.0,5.7986479333,0,5.6,514.0,98.0,2000.0,0.4126,en,7.978985,Big Momma's House,Big Momma's House
30.0,11.1,25000000,10736401.0,0.42945604,0,6.0,51.0,87.0,1992.0,0.6175,en,13.72021,Stay Tuned,Stay Tuned
12.5,0.0,2600000,119500000.0,45.9615384615,0,7.2,619.0,93.0,1974.0,0.1014,en,13.233262,Blazing Saddles,Blazing Saddles
44.4,0.0,10000,7000000.0,700.0,0,7.5,500.0,89.0,1977.0,0.211,en,7.871001,Eraserhead,Eraserhead
5.9,0.0,600000,15000000.0,25.0,0,7.8,988.0,132.0,1965.0,0.9616,it,13.295342,Per qualche dollaro in più,For a Few Dollars More
40.0,30.0,26000000,61489265.0,2.3649717308,0,6.3,413.0,115.0,1990.0,0.6027,en,11.890138,Flatliners,Flatliners
30.8,14.3,4000000,125728258.0,31.4320645,0,6.1,185.0,94.0,1981.0,0.8658,en,12.650546,Porky's,Porky's
16.7,0.0,6500000,33759266.0,5.1937332308,0,5.2,61.0,98.0,1983.0,0.4767,en,5.269838,Porky's II: The Next Day,Porky's II: The Next Day
42.9,0.0,9000000,20518905.0,2.2798783333,0,5.0,48.0,92.0,1985.0,0.2192,en,3.208108,Porky's Revenge,Porky's 3: Revenge
14.7,13.5,35000000,57120318.0,1.6320090857,0,6.0,743.0,108.0,1990.0,0.8849,en,11.736241,Predator 2,Predator 2
15.4,6.7,27000000,38122105.0,1.4119298148,0,6.4,713.0,101.0,1987.0,0.8658,en,9.389976,The Running Man,The Running Man
10.0,20.0,22000000,28744356.0,1.3065616364,0,6.6,219.0,115.0,1984.0,0.9481,en,9.763928,Starman,Starman
9.1,21.4,16000000,32155047.0,2.0096904375,0,5.9,81.0,91.0,1988.0,0.765,en,15.133316,Alien Nation,Alien Nation
16.7,0.0,400000,100000000.0,250.0,0,6.6,1235.0,93.0,1979.0,0.2767,en,11.412619,Mad Max,Mad Max
25.0,0.0,2000000,24600832.0,12.300416,0,7.3,981.0,95.0,1981.0,0.9781,en,11.189831,Mad Max 2,Mad Max 2: The Road Warrior
30.8,13.6,17000000,17185632.0,1.0109195294,0,7.0,326.0,113.0,1987.0,0.1753,en,7.290872,Angel Heart,Angel Heart
50.0,20.0,17000000,6735922.0,0.3962307059,0,5.8,183.0,117.0,1986.0,0.1205,en,6.706262,Nine 1/2 Weeks,Nine 1/2 Weeks
21.4,27.3,15000000,17080167.0,1.1386778,0,5.9,174.0,114.0,1984.0,0.3579,en,7.048087,Firestarter,Firestarter
13.3,0.0,7000000,20256975.0,2.8938535714,0,4.9,51.0,96.0,1988.0,0.1148,en,14.054862,Action Jackson,Action Jackson
13.6,28.0,90000000,237202299.0,2.6355811,0,6.1,1511.0,118.0,2000.0,0.4372,en,14.091765,Gone in Sixty Seconds,Gone in Sixty Seconds
36.4,20.0,13000000,299792.0,0.0230609231,0,5.4,14.0,93.0,2000.0,0.2459,en,5.867426,Love's Labour's Lost,Love's Labour's Lost
14.3,9.1,4000000,12121618.0,3.0304045,0,6.5,68.0,100.0,1971.0,0.4986,en,3.73688,Shaft,Shaft
25.0,14.3,1600000,4420000.0,2.7625,0,7.5,377.0,113.0,1974.0,0.263,en,13.245638,The Conversation,The Conversation
55.6,15.4,5500000,24000000.0,4.3636363636,0,6.2,73.0,118.0,1978.0,0.1863,en,11.844029,The Fury,The Fury
13.5,23.1,3000000,29800000.0,9.9333333333,0,7.5,429.0,129.0,1973.0,0.926,en,12.842165,Serpico,Serpico
33.3,8.3,3000000,12800000.0,4.2666666667,0,6.4,70.0,110.0,1974.0,0.2575,en,4.506948,The Sugarland Express,The Sugarland Express
15.0,6.2,25000000,11000000.0,0.44,0,7.1,727.0,99.0,1986.0,0.4082,en,11.109932,Big Trouble in Little China,Big Trouble in Little China
81.2,59.1,16000000,20627372.0,1.28921075,0,5.4,107.0,94.0,2000.0,0.4563,en,10.070988,Boys and Girls,Boys and Girls
16.7,20.0,46000000,107196498.0,2.3303586522,0,5.5,316.0,99.0,2000.0,0.4536,en,7.420019,Shaft,Shaft
20.0,0.0,3000000,6000000.0,2.0,0,7.2,44.0,96.0,1999.0,0.7288,es,2.753674,La lengua de las mariposas,Butterfly
16.7,16.7,110000000,215294342.0,1.9572212909,0,6.8,1130.0,165.0,2000.0,0.4891,en,15.960788,The Patriot,The Patriot
50.0,14.3,76000000,35134820.0,0.4623002632,0,3.9,89.0,88.0,2000.0,0.4945,en,11.880936,The Adventures of Rocky & Bullwinkle,The Adventures of Rocky & Bullwinkle
31.0,30.8,120000000,325756637.0,2.7146386417,0,6.2,609.0,130.0,2000.0,0.2022,en,18.911961,The Perfect Storm,The Perfect Storm
0.0,0.0,2410000,10755447.0,4.4628410788,0,5.0,65.0,100.0,1985.0,0.1616,en,9.110348,Missing in Action 2: The Beginning,Missing in Action 2: The Beginning
37.5,0.0,2500000,26386000.0,10.5544,0,6.1,52.0,100.0,1990.0,0.1836,en,2.291511,House Party,House Party
14.3,0.0,2142000,1458000.0,0.6806722689,0,5.4,6.0,112.0,1973.0,0.4493,en,1.424722,Shaft in Africa,Shaft in Africa
14.3,16.7,1978000,10000000.0,5.055611729,0,6.1,7.0,104.0,1972.0,0.4344,en,0.760855,Shaft's Big Score!,Shaft's Big Score!
36.8,14.3,65000000,69700000.0,1.0723076923,0,6.0,242.0,104.0,2000.0,0.5137,en,15.045725,The Kid,The Kid
42.9,10.0,19000000,278019771.0,14.6326195263,0,6.0,1468.0,88.0,2000.0,0.5137,en,12.446738,Scary Movie,Scary Movie
44.4,100.0,1200000,2600000.0,2.1666666667,1,6.5,101.0,85.0,1999.0,0.6959,en,4.928139,But I'm a Cheerleader,But I'm a Cheerleader
33.3,0.0,6000000,20400000.0,3.4,0,6.2,38.0,144.0,1946.0,0.9973,en,8.441279,Duel in the Sun,Duel in the Sun
29.4,18.8,75000000,296339527.0,3.9511936933,0,6.8,4172.0,104.0,2000.0,0.5301,en,0.954467,X-Men,X-Men
40.0,50.0,15000000,5217498.0,0.3478332,1,4.7,15.0,105.0,2000.0,0.5464,en,1.991904,The In Crowd,The In Crowd
64.3,23.5,100000000,155464351.0,1.55464351,0,6.3,504.0,130.0,2000.0,0.5519,en,9.500497,What Lies Beneath,What Lies Beneath
18.2,10.0,3500000,16000000.0,4.5714285714,0,6.3,39.0,113.0,1977.0,0.5342,en,3.502655,Sinbad and the Eye of the Tiger,Sinbad and the Eye of the Tiger
58.3,33.3,35000000,63710000.0,1.8202857143,0,6.7,265.0,100.0,1991.0,0.3726,en,11.787942,What About Bob?,What About Bob?
14.3,0.0,2000000,18016290.0,9.008145,0,6.6,218.0,88.0,1972.0,0.5956,en,5.378481,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
17.2,11.1,3000000,20173742.0,6.7245806667,0,7.5,176.0,85.0,1975.0,0.4384,en,5.165666,Love and Death,Love and Death
30.8,7.7,84000000,123307945.0,1.4679517262,0,4.7,338.0,106.0,2000.0,0.5683,en,6.671316,Nutty Professor II: The Klumps,Nutty Professor II: The Klumps
58.8,41.7,45000000,113916474.0,2.5314772,0,5.8,590.0,100.0,2000.0,0.5765,en,15.650836,Coyote Ugly,Coyote Ugly
33.3,27.3,95000000,190213455.0,2.0022468947,0,5.6,645.0,112.0,2000.0,0.5902,en,7.912103,Hollow Man,Hollow Man
25.0,29.4,65000000,128884132.0,1.9828328,0,6.3,407.0,130.0,2000.0,0.5792,en,7.45761,Space Cowboys,Space Cowboys
29.4,16.7,10000000,26330482.0,2.6330482,0,6.3,115.0,93.0,2000.0,0.0628,en,5.13955,Saving Grace,Saving Grace
45.5,20.0,6000000,13609396.0,2.2682326667,0,5.5,65.0,89.0,1993.0,0.2493,en,8.976337,The Crush,The Crush
0.0,0.0,4000000,5200000.0,1.3,0,7.2,191.0,144.0,1970.0,0.4712,en,8.418662,Kelly's Heroes,Kelly's Heroes
30.0,20.0,3000000,7282851.0,2.427617,0,6.3,97.0,97.0,1988.0,0.5164,en,8.733192,Phantasm II,Phantasm II
46.7,12.5,3500000,4385516.0,1.2530045714,0,5.9,108.0,86.0,1988.0,0.4372,en,11.841506,Pumpkinhead,Pumpkinhead
37.5,0.0,30000000,3180674.0,0.1060224667,0,5.2,12.0,101.0,1994.0,0.8219,en,3.034244,Silent Fall,Silent Fall
31.6,29.2,33000000,104155843.0,3.1562376667,0,6.0,442.0,107.0,2000.0,0.6257,en,13.234894,The Cell,The Cell
16.7,0.0,1000000,10037390.0,10.03739,0,5.9,44.0,107.0,1999.0,0.9425,ja,2.80298,Gojira ni-sen mireniamu,Godzilla 2000
25.0,0.0,12000000,78756177.0,6.56301475,0,7.1,1020.0,85.0,1988.0,0.918,en,15.698222,The Naked Gun: From the Files of Police Squad!,The Naked Gun: From the Files of Police Squad!
31.2,0.0,23000000,86930411.0,3.779583087,0,6.6,556.0,85.0,1991.0,0.4877,en,9.794569,The Naked Gun 2½: The Smell of Fear,The Naked Gun 2½: The Smell of Fear
36.4,6.7,3100000,20000000.0,6.4516129032,0,7.3,143.0,118.0,1953.0,0.3068,en,6.63816,Shane,Shane
54.5,0.0,35000000,14296438.0,0.4084696571,0,4.7,108.0,124.0,1984.0,0.8825,en,11.932675,Supergirl,Supergirl
28.6,0.0,40000000,30199105.0,0.754977625,0,5.6,136.0,117.0,2000.0,0.6421,en,9.800232,The Art of War,The Art of War
76.2,30.0,28000000,90449929.0,3.2303546071,0,5.8,574.0,98.0,2000.0,0.6475,en,6.402888,Bring It On,Bring It On
33.3,33.3,25000000,15843608.0,0.63374432,0,4.4,107.0,87.0,2000.0,0.6667,en,11.430964,Highlander: Endgame,Highlander: Endgame
