directorGender,tmdbId
0,32872
0,602
0,14553
0,9566
4,10545
0,9894
4,11543
0,9268
4,52059
0,9327
1,123763
0,81949
0,42005
2,124306
2,183955
0,44535
0,44495
2,78285
0,11228
0,10779
0,26748
1,38223
0,9294
1,49963
0,11363
0,1645
0,31546
0,77056
2,36344
0,18550
0,11511
1,172198
2,34170
2,281085
2,109478
0,124645
1,12606
0,69895
0,35206
2,151489
0,4837
4,12632
0,9098
0,282919
2,124614
0,18975
0,11962
0,2925
2,28628
0,3595
0,9308
0,92381
1,18555
0,12123
0,10830
0,3573
0,10546
0,18862
0,31417
0,9431
2,124619
2,297645
2,48144
0,46986
2,144982
2,47907
0,10061
0,36266
0,549
0,10478
2,66634
2,116690
1,213917
2,145925
0,100914
0,238
2,159
0,11134
1,88224
2,132641
0,42758
4,9303
0,23945
2,37820
0,22479
0,9054
2,241058
0,11985
0,10232
0,59569
2,410921
0,38955
0,110513
0,114089
0,11015
4,9306
0,12559
0,58770
0,124851
0,3587
0,10723
0,56077
0,19004
2,101230
3,253632
0,10987
0,44705
2,20318
2,43596
2,79782
0,26933
0,27854
2,981
4,872
0,2769
0,13320
0,164
0,426
0,567
2,3078
2,13528
0,28288
0,213
2,284
2,239
0,4808
2,289
0,963
2,11113
2,6620
0,804
0,26531
0,909
2,630
2,770
0,31044
2,599
0,15
0,62
0,121357
0,705
2,22490
0,223
0,25670
0,303
0,4174
0,8356
0,381
0,20758
0,29376
0,1859
2,18299
0,17281
0,64382
4,10907
0,32093
0,1939
0,22292
2,3598
0,3080
0,198
0,13562
0,1712
0,220
0,3529
2,3085
0,2897
2,1585
2,3083
2,900
0,43795
0,85638
0,50001
0,43905
0,22688
0,23114
0,26378
0,40206
0,22356
0,260
2,43488
4,22613
0,10331
0,488
0,22733
0,261
0,57575
2,32574
0,22657
0,76464
0,22649
0,176841
2,125587
2,39448
2,52855
0,39940
2,172868
0,85328
2,124632
0,11076
2,63945
1,58985
0,890
0,10861
2,1770
1,44465
0,2033
4,18203
0,9333
0,47260
0,9400
0,9401
2,12241
2,25739
2,161806
0,11306
0,9625
0,10680
0,6346
0,18660
0,35115
0,14821
0,14136
0,10869
0,22660
2,19186
2,31102
0,6878
0,15944
0,18444
0,20723
2,173
0,864
0,24795
4,11224
0,81310
4,15947
0,9078
4,29682
2,8367
0,433
4,11360
0,11114
0,12335
4,12092
4,10948
0,11229
0,15121
0,562
2,10163
0,48862
2,117036
0,47199
0,11159
0,9591
0,30500
0,41843
0,55058
2,10938
0,11412
0,10586
0,42314
0,27845
0,108365
0,23223
0,49471
0,38153
0,25147
0,9716
0,43777
0,454
0,10218
0,819
0,38191
0,56830
2,11238
0,27256
0,31530
0,66473
2,28120
2,1834
4,26282
0,37218
0,252
2,116356
0,16372
0,11561
0,11302
0,623
0,583
0,12614
0,21711
0,11575
0,475
0,11331
0,521
0,21202
0,88
0,500
0,792
0,8491
0,402
0,10537
2,11386
0,9504
0,15764
0,601
2,67365
0,25842
0,2119
0,744
0,136311
2,221
0,702
0,25750
2,17642
0,427043
2,146341
4,9305
0,37616
0,11112
0,21612
2,141210
0,102461
0,36998
0,200383
2,116844
0,1630
2,26626
4,124837
0,11816
0,11843
0,10379
0,2756
0,790
0,1103
0,11298
0,4480
0,4481
2,49688
0,10765
4,762
4,44497
2,85588
2,278621
2,99479
0,55049
2,124829
3,79306
0,356054
0,10548
0,531
0,104931
2,4483
0,18919
4,31556
0,26167
0,26174
0,61461
0,117500
0,218713
0,217802
0,127973
0,659
0,30892
2,86369
0,8074
2,124676
0,38554
0,49763
4,41326
0,36555
0,10608
2,11216
0,7452
0,64567
4,892
0,1600
0,26561
0,975
2,18129
0,54405
0,150823
0,409
2,38251
0,10161
0,1412
0,41768
0,10409
0,14285
0,2469
4,10174
2,31225
0,510
0,11455
0,1891
0,2493
0,85
0,68
0,679
0,429
2,13446
0,389
0,947
0,185
0,595
0,28
0,335
0,1892
0,144
0,1092
0,769
0,348
0,766
0,175
0,11645
0,10835
0,539
0,525
0,240
0,600
0,530
0,10705
0,279
2,3109
0,311
0,1578
0,703
0,9549
0,1398
0,387
0,9277
0,343
0,37291
0,490
0,11235
0,218
0,763
0,9665
0,18971
0,696
2,379
0,207
0,37247
0,1480
0,9322
0,826
0,422
0,829
0,828
0,3090
0,9964
0,3063
0,13667
0,694
0,235
0,832
0,765
0,5925
0,11778
0,4485
0,137
0,33
0,982
0,8428
2,212
0,105
0,1633
0,11202
2,1554
0,149
0,8009
0,903
0,11673
0,3034
2,339
0,10404
0,914
4,756
2,288
2,910
0,2640
0,16633
0,665
0,11031
0,11314
0,15143
0,89
0,10322
0,783
0,10644
0,11257
1,14370
0,12104
2,625
0,8816
0,830
0,2323
0,983
0,642
0,655
0,10341
0,639
0,266022
2,168450
0,30180
0,31388
1,41801
0,66034
0,348138
2,96288
0,61536
2,18762
3,331367
0,8077
0,814
0,41671
2,27214
0,52263
0,33519
0,16235
0,11449
2,41848
2,25944
0,24913
0,49126
0,32076
0,571
0,8851
0,37843
0,32146
0,30346
0,6114
0,229
0,13549
0,9529
0,1598
2,11349
0,7340
2,6217
0,377
0,653
4,28198
0,794
0,31640
0,8744
2,25189
0,145
0,2212
0,199
0,7863
0,12498
0,9279
0,53234
4,17204
1,21539
2,85589
0,12709
0,20539
0,11674
2,199512
1,64900
0,1573
0,152
0,174
0,172
0,154
0,157
0,168
0,364
0,11967
0,9086
0,621
1,9037
2,10173
0,55687
2,168535
0,8845
2,46681
0,578
0,579
0,17692
0,17795
0,75
2,13891
0,9390
4,378
0,10896
0,2322
1,41240
0,26949
0,9819
2,49799
0,31908
0,46027
0,3179
2,1802
0,4232
0,9361
2,2928
0,30285
0,10549
0,58102
0,18451
0,27265
0,49935
0,8818
1,36758
0,36040
2,74239
2,9415
2,55146
0,303693
4,12145
2,42424
0,34314
0,2892
0,9404
0,85242
0,9622
0,8860
2,197537
0,66597
0,14832
0,9619
0,40506
2,31000
0,4104
0,26306
2,203829
4,43775
0,14908
2,784
0,12489
3,168283
0,16448
0,55936
2,17894
0,28059
0,58911
2,17949
0,1968
2,61563
0,66
0,20735
0,11419
3,333165
0,25796
0,638
0,25624
0,9366
0,60083
0,21915
0,90928
4,50091
0,18420
1,19952
0,9446
1,28005
1,9403
0,27322
0,10003
0,9311
2,11844
0,884
0,49806
0,1624
2,88423
0,16052
0,4477
0,24662
0,18423
2,76996
4,6499
0,50512
0,9405
0,12723
0,9360
2,9434
0,118991
2,21626
0,13982
1,93946
0,77223
0,31465
2,12793
2,102878
2,105763
0,9611
0,47694
0,10357
0,9977
0,816
0,2163
2,124680
0,16399
2,124843
0,31017
2,24645
2,49478
0,12499
0,18
3,68545
0,1811
0,109614
0,60082
1,105045
1,53023
0,64802
2,11239
4,50850
0,15321
2,2058
2,9450
0,125021
0,330
0,38523
0,16375
0,33660
0,59232
1,45671
0,17770
1,15170
0,1701
2,201445
0,26422
2,124642
0,1639
0,49235
1,106129
3,291634
1,107743
0,415
3,47686
0,65889
0,11103
4,11970
0,34941
2,407992
0,8874
0,17991
0,11956
0,266
0,754
0,37567
2,43771
0,124834
2,249358
0,111367
0,607
1,18080
0,38225
0,17834
0,686
2,65046
0,4421
0,9387
0,10603
0,2142
0,8413
2,10336
0,20737
0,9413
0,14585
0,18519
0,49462
0,8834
0,9458
0,8854
0,38295
0,22073
0,37244
0,4961
0,9416
0,26180
0,17832
0,9772
2,6072
0,1669
0,468
0,32519
0,108401
0,10806
0,9433
1,6623
0,2118
0,978
0,9437
0,29461
0,56651
0,10351
1,66588
0,2649
0,14289
0,10155
0,75250
0,20457
0,18355
0,33657
0,55306
0,68924
0,36434
0,2255
2,28353
0,9427
2,172545
2,17589
0,3597
2,1813
0,36797
0,12628
0,33344
0,25099
1,45019
0,63437
2,62422
0,782
0,29911
0,9827
1,1959
2,251481
0,8067
0,125052
1,45153
0,10871
0,14398
0,10890
1,99002
0,1281
0,32332
2,9770
0,12616
1,34838
0,14905
4,14583
0,11975
0,4995
0,9281
0,45928
0,563
0,61337
2,19931
0,31535
0,10215
0,9823
0,37165
0,45609
2,38904
0,45565
0,9407
0,4824
4,9444
0,9414
0,8078
2,29938
0,11831
0,2895
2,39177
2,19601
2,124606
2,42832
2,22797
0,2639
2,9574
0,10371
0,489
0,167738
3,293820
0,9714
3,102406
0,170430
0,8197
0,6283
3,279698
2,49728
3,64562
0,4233
0,191874
0,10217
2,438108
0,597
0,714
2,52537
0,12799
0,62394
0,9922
0,547
0,25994
0,184
0,9746
0,9438
2,115
0,26941
0,27103
0,9410
0,32302
0,216794
0,88863
2,154821
0,41417
2,12538
0,586
0,2666
0,46338
0,54007
0,11258
1,9490
0,9411
0,25719
0,9033
0,11220
0,21253
0,6116
0,9457
2,281289
0,43911
0,39424
2,44361
0,11702
0,2923
2,12238
0,11568
0,41577
1,66894
0,11003
0,10153
2,49645
0,47112
2,102732
0,30949
0,2898
0,9558
3,83593
1,320011
0,26269
0,11808
0,6970
0,47452
2,18205
2,36943
4,21736
0,17941
2,10668
0,9313
0,42807
0,617
0,36568
0,37272
0,5910
0,9440
0,53092
0,32911
0,44308
2,124821
0,32456
0,93350
0,62695
1,32144
0,17127
0,40688
0,17133
0,19848
0,17644
0,1774
2,30265
0,2157
0,70581
0,8838
0,29193
2,795
0,16980
0,27472
0,47881
0,9469
0,12488
0,98499
0,81367
0,267
0,16148
0,21252
0,73135
0,9449
0,6264
1,90414
0,188870
0,215373
4,78149
0,15513
2,31220
0,13907
0,29825
0,10622
2,30020
2,17139
2,34582
0,10216
0,9771
0,24560
1,76330
0,9448
0,38618
0,18316
0,78373
4,77514
0,49474
0,4415
2,39467
1,55561
1,8656
0,209345
1,58680
0,35161
0,35796
0,18937
0,929
0,9452
0,1878
0,9844
0,40505
0,14342
0,9715
0,26610
2,20064
0,40961
0,1965
1,312
0,6068
4,15037
0,50043
1,37636
0,17044
2,60951
0,21334
2,416437
2,32284
0,51955
0,37410
0,47481
0,53765
4,10674
0,136134
0,846
0,12655
1,3050
0,1389
0,11020
2,20862
2,108548
0,9464
0,95
0,944
1,35680
0,11551
0,473
2,102304
4,544
0,10513
0,28966
0,65203
2,143
0,42861
2,33680
0,56164
0,12311
2,43277
2,43278
2,34106
2,43266
0,27367
0,17661
2,28580
0,887
0,33667
0,23383
0,25430
0,27191
2,11426
0,654
0,15919
4,1725
0,5769
2,874
0,10633
0,17917
0,3116
2,1051
0,1366
0,12102
0,16619
0,9443
0,11050
0,606
0,746
0,380
0,403
0,11485
0,466
2,13820
0,15389
0,13597
0,2108
0,10014
0,10072
0,10131
0,10160
1,11284
0,4488
0,9725
0,9728
2,9730
0,9731
0,10225
0,10281
0,10283
0,948
2,11281
0,10676
2,11357
0,11361
0,36599
0,39929
4,41828
0,41769
0,10585
0,11186
0,11187
0,609
0,11133
2,10306
2,9552
0,11586
0,11587
0,941
0,942
0,943
0,927
0,928
0,9340
0,9342
1,38509
0,60033
2,12101
0,19
0,165
0,196
4,551
0,16084
0,17984
0,22328
4,32611
4,3170
0,346
2,859
0,841
0,11051
0,242
0,1411
0,9769
2,9424
0,9835
0,857
0,17539
2,44322
0,22777
0,20173
4,10957
0,9570
0,16249
0,13962
0,14612
0,19378
2,65157
0,29228
0,19379
0,11164
0,18887
2,40866
0,24736
0,10122
0,24816
4,9994
0,25445
0,12129
0,14140
0,10439
0,11158
0,9354
0,28736
0,34774
0,37969
0,9631
1,9820
0,14013
2,36606
1,96196
0,98505
0,1779
0,10849
0,678
0,907
0,5961
0,47908
0,42121
0,2887
0,11974
2,20348
1,26648
2,11911
0,793
0,35144
0,9325
0,43037
4,10340
4,10144
0,10414
0,10437
0,15300
4,12230
2,13380
4,10693
0,11335
4,11135
4,11319
0,14822
4,15969
0,13155
0,10249
0,15943
4,10882
0,24808
0,19762
4,13850
0,2619
0,65158
0,53565
0,41841
0,27332
0,97
0,10419
0,11675
0,2107
0,6471
0,9442
0,11591
0,13697
0,19158
0,227
0,87
0,123
0,9314
0,11336
0,9980
2,10657
0,10489
0,10823
4,11497
0,2907
0,9454
0,8688
2,118452
0,16155
2,48894
0,23954
0,12761
0,396
0,14367
0,11814
2,16081
0,18331
4,15171
0,11837
0,11704
4,11639
0,4978
4,10380
0,11976
0,15144
0,11522
0,11557
0,13853
0,11415
0,37530
0,8393
0,11937
0,21661
0,9320
0,33644
2,14662
0,125124
0,115872
2,39930
0,10692
0,805
0,34584
2,34636
0,2182
0,28070
0,77469
0,10278
0,36647
1,17915
0,14557
0,9417
0,41469
1,19381
2,34637
0,4011
0,161795
0,1580
0,5854
0,573
0,2370
0,5780
0,506
0,22527
0,574
0,11219
0,30159
0,845
0,1978
0,3682
2,51942
0,46702
0,54795
0,46748
0,847
0,117
0,14577
0,37498
0,38621
2,59138
0,28047
0,4175
0,31667
0,13321
0,21734
0,31997
0,24197
0,11462
0,31995
0,940
0,2762
0,12684
0,2761
0,8208
0,52907
0,15007
0,36049
0,52748
4,75793
0,47695
0,31930
0,20213
0,543
0,36054
0,143750
0,52782
0,36055
0,36056
0,2760
0,64398
0,10220
0,431
0,31641
1,223318
0,69848
0,22796
0,22256
2,37550
2,37916
0,21873
0,21500
0,84116
0,12626
2,37818
0,3525
0,129628
0,2321
0,2028
2,16384
0,91217
2,77314
2,10699
0,11597
0,218624
0,47947
0,48311
0,44772
0,14347
0,41090
0,18282
0,18169
0,11082
2,5971
0,11933
0,20096
0,30815
0,881
0,4478
0,22318
2,53113
0,2109
0,122289
2,24746
0,72987
2,193103
0,8195
0,9877
0,26618
0,21132
0,11855
0,24016
0,14785
0,14794
4,3486
0,11071
0,1091
0,10403
0,11337
0,162
0,25723
1,73351
4,8916
0,28134
0,9429
2,12159
0,27791
0,43106
0,30197
0,10156
0,10377
0,3121
0,4975
0,37532
0,9713
0,134368
0,85837
0,1039
0,9821
0,4437
1,1890
0,1955
0,39437
2,11932
2,6435
0,108316
0,10683
0,63709
0,9445
0,2657
0,9425
0,32326
0,637
0,8675
0,125762
0,20701
0,9945
0,73
2,18603
0,46889
2,12888
0,3033
0,9882
0,10663
0,4518
0,1808
0,3600
1,17037
0,297
0,5332
0,21589
0,8336
0,11893
2,123056
2,12223
0,32081
2,14924
2,10002
2,41817
0,19426
0,12560
0,9798
4,14444
0,9487
0,9466
0,666
2,2042
2,10162
0,309
0,692
0,24018
2,1678
4,39256
2,1680
4,244
0,10730
0,31947
1,8130
0,11532
0,9749
0,14628
2,9626
0,13698
0,10466
0,707
0,11954
0,9336
0,10157
0,12118
2,10587
0,11825
0,11895
0,9447
0,12257
0,37536
0,10029
0,27104
0,11252
2,8545
0,10223
0,9745
0,200
4,9837
0,11545
2,1934
0,110643
0,11881
0,13764
0,24951
0,8879
0,1369
0,1368
0,1370
0,10303
0,9326
0,10328
0,11285
0,1367
0,1371
0,1374
0,1375
0,15196
0,11904
0,215875
0,15596
0,13818
0,29968
0,44326
0,1885
0,8856
0,10495
0,5825
2,9489
0,16885
0,76857
0,8741
0,9276
0,9822
0,39314
0,10312
0,9441
0,9422
1,125582
0,24525
0,10368
0,11365
0,140897
2,31662
0,36136
2,1363
0,46992
0,825
0,22913
0,15556
2,28902
0,14709
0,9423
0,14443
0,10658
0,6917
0,40729
0,24086
0,11815
0,9426
0,10344
0,15698
0,2620
0,30497
0,16337
0,25018
0,16780
4,12151
0,25438
0,33278
0,274253
0,192
1,10945
0,10013
0,9671
0,9396
0,11038
0,12278
0,11873
0,18588
0,10015
2,12715
0,8388
0,45712
1,6187
0,8129
0,1618
2,10722
3,296543
0,10314
1,125548
0,47139
0,11167
1,170187
0,2112
0,16172
2,111794
0,9524
0,20595
0,16306
0,11622
2,10207
0,9849
1,82865
0,18892
0,13466
0,1542
2,43978
1,15256
0,8224
0,18417
0,12479
0,15031
0,15209
0,26425
0,1847
2,42113
1,8913
1,10906
2,25748
0,25749
0,8769
0,14742
0,15856
0,10671
0,27932
0,7227
0,10670
0,5919
0,33518
0,40160
0,2362
0,10803
0,871
0,1685
2,1705
2,1688
0,1687
4,166680
0,11123
0,29723
2,31638
3,113286
0,9535
0,9455
0,796
0,100
0,47501
0,77936
2,84586
0,30943
2,107946
1,7341
0,10350
0,11772
0,9540
0,31503
0,11773
0,30202
0,22345
0,53685
0,1567
1,1641
0,47288
1,10212
0,10354
1,11526
0,8583
2,123728
0,16520
0,16508
0,11374
0,16379
0,125123
0,28029
4,603
0,4951
0,65749
0,8970
2,9840
1,186705
0,30950
1,70687
0,11660
0,9430
0,11355
4,18764
0,9465
2,27455
0,1414
2,49981
0,6522
0,114719
0,10209
4,25512
2,143299
0,22826
0,1902
2,445590
2,6396
0,39964
0,12596
2,9451
0,1946
0,89522
0,42230
0,139445
1,74140
0,1844
0,6552
0,24584
0,213985
2,25471
2,4154
0,28519
2,3309
0,18462
0,28941
2,18252
0,8592
0,564
0,13852
2,140519
0,25232
1,33194
0,10210
2,53862
0,17962
0,9460
2,4927
4,122190
0,1893
0,31342
0,44297
0,95627
0,8785
0,15849
0,18990
0,29242
2,29243
1,31498
0,29239
0,15660
0,1924
2,8536
2,9531
0,11411
0,138
2,30793
2,3103
0,3035
0,3077
2,3074
0,3076
0,3079
0,32023
0,13666
2,29794
0,9077
0,36685
0,43391
4,30168
0,10785
0,19483
0,8974
2,29959
0,11549
0,18158
0,27625
2,41516
0,17918
2,37305
0,18784
0,509
0,1090
0,24858
0,15059
1,55912
0,12117
0,11779
0,41730
4,84198
2,100568
2,13533
0,62676
0,817
2,265966
2,91598
0,14283
4,37135
0,2275
0,68426
0,24137
2,10376
0,104
2,15800
0,9032
0,13821
0,9421
0,55955
2,67067
0,6488
0,9473
0,8487
0,10279
0,125263
2,2767
0,78568
4,2105
0,1073
0,10239
0,10208
4,2667
0,48958
0,345
0,9825
2,16158
0,133575
0,620
0,2978
0,10490
0,11618
0,332
0,1812
0,8914
2,9824
0,4806
0,33430
0,247
0,10056
0,967
0,802
0,3175
2,147
2,1628
2,21185
0,11120
0,10136
0,32060
2,48686
0,48259
0,873
4,48660
0,26789
0,3934
0,108312
0,198469
2,11416
0,10776
0,24452
0,9710
0,31924
0,30890
0,24081
0,20242
0,39074
2,66194
2,2115
2,23599
0,3526
0,41166
0,16406
0,197239
0,10386
0,745
0,913
0,912
2,12229
0,67323
0,91076
0,89861
0,19457
0,11353
0,17707
0,9781
0,102489
1,18212
1,13817
2,126996
0,38715
0,48781
4,12185
0,29056
0,26857
0,28501
0,29030
0,25319
0,29074
0,24103
0,10552
0,9267
4,10766
0,10768
4,813
0,2665
0,9406
1,11418
0,11153
0,14170
1,2280
0,11077
0,28597
4,22611
1,39780
0,10396
0,9944
0,850
0,10154
0,10342
0,10366
0,9349
0,15122
2,10494
2,126152
0,22314
2,51679
0,35813
0,11037
0,11955
0,2038
0,28737
0,11963
4,141489
0,53761
0,9096
0,91893
4,113273
2,103793
0,1911
0,2900
0,17709
0,37718
2,47144
0,104896
0,30964
0,52366
0,6373
0,2162
0,14578
1,40694
2,4338
2,49184
0,10307
0,11601
0,18621
2,1075
0,21719
0,40879
2,47951
2,43832
0,47697
0,49792
0,77064
0,26522
0,23761
2,24097
0,42114
0,28295
2,12105
0,14
0,24128
2,11001
0,10390
4,9453
2,704
0,35122
4,142132
0,24153
0,11797
0,18086
0,124475
0,17887
0,10669
0,11527
0,42848
4,40867
0,1049
4,28032
0,11326
0,28377
0,10975
4,10974
0,10398
0,2290
0,24071
0,62994
1,60994
0,16112
0,32305
0,14429
0,15198
0,6415
0,24066
0,21430
0,10381
2,171982
2,42486
2,60285
0,5622
0,10349
0,42518
0,29787
0,9638
0,10576
0,12662
2,61369
0,11712
0,12618
0,13824
2,226
2,288772
2,55107
0,69851
0,10388
0,17198
0,44857
0,9346
0,861
0,14412
0,9377
0,11541
0,2457
0,11901
0,4929
0,85325
2,11230
0,8416
0,11054
0,851
0,24453
0,18254
4,56235
2,20123
0,16642
0,2593
0,42020
0,3086
0,16305
0,32255
0,48797
2,19997
0,3767
0,17352
0,535
0,2731
0,1654
0,31043
2,14831
0,658
0,657
0,646
0,5689
0,391
0,8052
0,772
2,65448
2,65452
0,31650
4,73575
4,302579
0,550
0,97537
0,12220
0,1610
0,53151
2,42881
0,29064
0,404
0,42196
0,36819
0,42726
0,9343
2,16858
0,42006
0,11562
0,10496
0,16162
