noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,tmdbId
175,21,117,14,0,20,2897
47,15,46,15,1,12,1585
109,14,90,12,1,17,3083
7,2,12,6,0,7,900
3,4,5,2,1,6,43795
2,1,3,0,1,2,85638
4,7,4,4,3,3,50001
4,3,4,2,0,9,43905
2,2,5,13,0,8,22688
7,9,10,2,0,3,23114
30,4,37,5,0,6,26378
0,2,6,4,0,7,40206
5,2,12,1,1,6,22356
5,5,7,2,1,8,260
2,0,17,9,0,5,43488
3,2,4,3,0,8,22613
4,3,6,0,0,7,10331
2,1,5,2,2,10,488
3,2,13,15,1,13,22733
2,3,7,4,1,10,261
0,6,7,0,0,5,57575
2,2,15,5,1,9,32574
3,3,9,1,0,6,22657
4,1,11,3,0,2,76464
4,1,4,11,0,14,22649
5,3,6,6,1,7,176841
4,1,5,19,2,5,125587
8,2,9,4,0,1,39448
1,1,6,2,0,1,52855
1,7,4,4,1,10,39940
0,0,2,2,0,0,172868
4,6,5,1,0,3,85328
0,0,0,1,0,0,124632
0,2,5,0,1,6,11076
1,7,7,6,0,5,63945
2,8,6,3,4,4,58985
3,4,5,8,0,9,890
17,2,19,11,2,10,10861
6,1,15,8,0,7,1770
0,2,6,0,2,1,44465
2,3,6,3,0,4,2033
1,4,5,1,0,3,18203
6,5,14,1,3,14,9333
0,2,3,2,0,1,47260
5,5,7,6,0,4,9400
0,6,10,0,0,7,9401
11,6,5,9,2,5,12241
1,2,1,1,0,0,25739
0,2,3,2,0,0,161806
19,10,26,0,1,6,11306
0,3,9,0,0,8,9625
2,3,13,2,1,8,10680
1,4,11,1,0,10,6346
0,1,8,1,0,3,18660
1,0,8,6,0,6,35115
0,2,6,1,0,2,14821
2,2,6,1,0,2,14136
1,1,4,2,0,5,10869
0,2,5,7,0,5,22660
1,8,5,3,0,1,19186
4,8,7,4,0,0,31102
6,5,4,0,3,6,6878
2,2,12,1,1,2,15944
1,2,8,1,1,10,18444
1,5,16,1,2,12,20723
3,0,17,4,0,7,173
4,0,11,3,3,7,864
2,1,13,0,0,1,24795
3,5,3,21,0,29,11224
1,0,6,6,0,11,81310
1,3,3,30,0,21,15947
2,2,6,4,0,9,9078
0,2,3,5,0,2,29682
11,3,21,2,0,7,8367
2,11,7,3,0,13,433
8,1,5,5,0,11,11360
3,4,10,6,0,3,11114
6,1,8,5,0,5,12335
3,4,8,12,0,18,12092
2,3,8,22,0,17,10948
1,7,6,0,1,9,11229
7,9,5,6,2,10,15121
21,6,20,42,4,29,562
0,2,9,7,0,4,10163
1,3,4,0,1,2,48862
0,0,0,1,0,0,117036
0,1,7,0,0,3,47199
26,17,13,0,0,6,11159
1,5,19,1,0,8,9591
3,6,4,1,3,8,30500
0,3,2,4,6,7,41843
1,4,8,3,0,3,55058
9,4,3,4,0,4,10938
2,4,9,2,2,6,11412
6,1,8,1,1,9,10586
1,4,11,8,2,8,42314
0,6,7,4,7,6,27845
1,4,5,7,0,3,108365
3,3,5,13,2,4,23223
1,3,14,0,0,2,49471
1,1,13,2,0,1,38153
0,3,6,6,3,5,25147
1,55,61,9,24,71,9716
4,0,4,1,0,2,43777
1,4,10,6,5,7,454
42,9,10,6,2,6,10218
4,1,16,2,3,11,819
0,3,2,2,0,1,38191
0,0,6,0,0,2,56830
0,2,8,39,0,10,11238
1,5,4,7,1,6,27256
24,3,23,5,0,12,31530
2,2,6,3,0,7,66473
2,2,10,3,0,4,28120
0,3,6,3,0,6,1834
1,2,6,1,0,6,26282
8,2,4,0,0,1,37218
23,3,10,7,0,7,252
13,0,0,2,0,0,116356
2,3,4,5,0,14,16372
0,3,6,0,0,11,11561
5,2,9,1,0,12,11302
12,3,10,9,3,15,623
8,2,9,21,0,17,583
2,3,7,1,0,7,12614
1,1,7,3,2,8,21711
1,3,13,0,0,6,11575
4,3,9,11,3,17,475
1,1,6,1,0,7,11331
4,2,12,6,0,11,521
1,0,0,0,0,1,21202
15,5,7,16,4,17,88
3,0,12,42,8,13,500
11,0,20,14,3,17,792
0,3,4,7,0,5,8491
4,11,20,4,3,13,402
4,10,15,26,5,20,10537
7,2,9,3,1,4,11386
5,2,12,24,5,11,9504
5,3,7,0,0,2,15764
7,3,3,8,4,9,601
0,1,8,2,0,0,67365
1,3,7,0,0,3,25842
1,3,8,2,1,14,2119
2,2,11,19,2,17,744
2,4,11,2,2,3,136311
10,8,23,7,0,6,221
9,3,7,10,0,12,702
4,4,4,1,0,9,25750
0,0,1,1,0,0,17642
5,2,5,3,0,4,427043
2,2,2,1,0,0,146341
0,1,1,12,0,3,9305
3,5,7,4,4,5,37616
8,11,22,2,3,13,11112
5,3,9,0,0,2,21612
4,0,1,1,0,0,141210
2,1,1,0,0,3,102461
26,2,7,0,0,3,36998
1,0,3,0,0,1,200383
5,6,7,12,2,4,116844
0,2,7,0,0,3,1630
5,6,13,2,0,0,26626
2,0,2,1,0,1,124837
0,2,3,5,2,11,11816
0,3,20,6,1,13,11843
0,3,4,4,0,7,10379
2,2,16,71,7,29,2756
5,4,6,18,2,13,790
1,2,11,2,1,11,1103
1,3,18,0,0,12,11298
3,2,5,4,3,7,4480
3,1,4,5,0,6,4481
5,1,2,6,0,0,49688
1,3,4,0,3,8,10765
9,4,6,4,0,12,762
9,0,2,4,0,3,44497
0,0,0,1,0,0,85588
5,2,2,18,0,1,278621
1,3,2,1,0,1,99479
8,4,4,4,0,2,55049
0,0,0,1,0,0,124829
0,0,1,0,0,0,79306
0,1,3,0,0,1,356054
11,2,15,3,1,11,10548
0,0,1,14,0,8,531
0,0,1,0,0,2,104931
27,4,8,11,0,0,4483
18,0,5,7,0,4,18919
1,0,9,0,0,11,31556
2,2,6,4,0,6,26167
4,2,7,0,1,6,26174
4,0,0,17,0,2,61461
3,1,1,2,0,4,117500
2,1,7,0,0,1,218713
3,1,3,0,0,1,217802
5,3,4,2,0,3,127973
9,4,7,2,1,7,659
1,1,5,3,2,7,30892
0,2,0,1,0,0,86369
3,3,1,5,1,4,8074
0,0,0,1,0,0,124676
6,10,13,7,5,6,38554
2,2,4,4,2,11,49763
2,0,2,3,1,0,41326
8,2,5,0,1,1,36555
2,4,19,19,3,10,10608
11,3,7,19,1,1,11216
7,4,13,4,0,7,7452
6,7,9,0,0,1,64567
4,2,8,17,1,5,892
13,4,4,17,2,5,1600
0,4,3,4,2,5,26561
5,1,13,13,1,11,975
10,4,17,1,0,5,18129
17,4,9,0,0,1,54405
1,1,4,0,0,2,150823
17,5,18,5,2,12,409
5,1,7,2,0,0,38251
11,4,7,27,1,11,10161
3,2,4,2,2,5,1412
2,9,6,1,1,6,41768
5,3,6,6,1,7,10409
3,1,0,2,0,4,14285
17,7,5,5,1,7,2469
3,1,4,5,2,2,10174
6,0,0,7,0,2,31225
9,7,17,26,4,12,510
3,2,7,2,0,4,11455
38,3,35,19,5,27,1891
10,4,13,0,5,13,2493
25,1,24,20,3,23,85
5,3,14,15,2,13,68
4,7,15,17,5,16,679
27,0,14,16,0,19,429
8,0,7,2,0,0,13446
5,0,12,6,0,11,389
26,0,27,23,3,19,947
10,2,7,2,2,9,185
21,10,25,20,3,11,595
5,4,27,18,1,30,28
1,1,12,4,1,11,335
93,4,31,1,0,11,1892
3,0,7,1,1,11,144
6,1,13,1,0,9,1092
79,17,41,32,8,27,769
2,3,5,8,2,20,348
2,3,6,7,1,10,766
11,3,8,6,0,8,175
17,1,6,23,0,10,11645
11,0,2,2,0,4,10835
10,6,14,9,1,12,539
26,7,21,10,2,10,525
14,16,54,26,1,26,240
17,1,21,20,3,18,600
0,0,1,7,0,3,530
6,3,21,0,0,8,10705
35,6,19,12,3,13,279
12,4,14,6,1,8,3109
18,6,14,17,3,10,311
20,3,24,30,3,17,1578
15,14,19,16,5,23,703
9,6,18,3,1,19,9549
1,1,3,14,0,6,1398
6,2,21,24,0,15,387
13,6,21,22,3,14,9277
0,5,6,0,0,10,343
4,2,4,1,1,7,37291
21,5,5,5,0,3,490
3,2,12,2,0,9,11235
15,6,12,34,5,15,218
3,7,6,4,2,9,763
1,0,16,25,2,17,9665
11,1,7,3,0,6,18971
1,7,7,1,3,11,696
24,3,17,25,5,13,379
1,2,12,0,1,10,207
7,2,4,2,1,5,37247
6,7,18,17,1,17,1480
37,3,12,7,0,7,9322
3,1,11,1,0,10,826
8,5,4,9,1,6,422
13,4,24,4,3,9,829
5,3,6,4,0,11,828
11,2,12,13,0,16,3090
6,0,4,1,0,6,9964
11,4,19,13,0,6,3063
5,5,8,11,1,5,13667
4,1,7,3,4,10,694
3,1,12,1,2,11,235
4,1,6,3,1,5,832
5,1,3,14,1,6,765
7,0,20,12,0,11,5925
39,5,6,28,3,16,11778
4,2,3,19,0,7,4485
10,7,13,22,5,17,137
10,5,19,22,2,19,33
2,6,10,2,0,12,982
3,7,9,3,2,6,8428
8,3,15,9,0,15,212
19,9,23,10,5,25,105
3,9,6,0,6,3,1633
5,1,36,22,0,29,11202
1,2,3,4,0,2,1554
9,2,1,17,0,5,149
2,4,10,9,0,13,8009
6,1,25,11,0,17,903
1,3,3,3,1,4,11673
9,4,21,19,4,21,3034
16,6,8,11,2,4,339
11,1,0,7,0,2,10404
24,3,32,11,0,11,914
1,0,3,8,0,28,756
19,5,33,19,0,14,288
1,5,7,3,1,10,910
7,7,9,3,2,6,2640
4,3,6,6,1,5,16633
20,6,31,25,3,23,665
24,7,18,1,2,12,11031
2,0,0,3,0,11,11314
0,5,4,5,3,7,15143
20,4,27,17,3,26,89
1,4,9,4,0,6,10322
33,6,53,10,1,19,783
5,4,11,7,0,8,10644
8,10,7,2,1,5,11257
3,7,13,7,3,11,14370
5,3,8,2,1,8,12104
18,1,10,5,3,7,625
15,2,2,6,0,7,8816
3,1,18,1,2,10,830
8,6,15,21,5,11,2323
5,0,8,6,2,8,983
6,1,14,2,0,15,642
5,3,5,16,5,12,655
6,5,9,14,0,10,10341
6,6,4,3,5,10,639
1,1,3,0,0,2,266022
3,1,4,3,0,0,168450
32,0,7,1,0,1,30180
2,3,7,2,0,1,31388
0,7,2,1,3,0,41801
0,3,12,0,0,1,66034
1,4,2,1,0,1,348138
3,0,0,2,0,0,96288
1,2,3,0,0,3,61536
5,3,7,18,0,5,18762
0,0,0,0,0,0,331367
1,1,23,23,2,22,8077
3,13,28,5,2,8,814
2,3,6,1,0,2,41671
0,5,5,2,0,0,27214
0,4,5,0,0,5,52263
1,4,7,1,0,2,33519
18,3,11,7,0,9,16235
2,6,9,1,0,8,11449
5,2,3,12,1,4,41848
4,2,4,9,0,5,25944
2,3,8,8,1,5,24913
5,3,7,1,1,10,49126
2,3,9,1,0,6,32076
1,7,8,3,4,10,571
26,1,3,13,0,8,8851
12,6,9,7,0,10,37843
3,2,8,9,2,8,32146
4,3,3,3,1,11,30346
13,6,10,1,2,12,6114
22,11,22,0,0,7,229
4,3,5,11,2,8,13549
2,7,6,23,3,16,9529
13,6,8,17,7,15,1598
10,4,12,14,1,7,11349
8,9,6,11,2,11,7340
0,4,6,4,2,8,6217
10,6,13,3,3,9,377
14,1,2,5,0,5,653
4,1,5,5,0,4,28198
11,5,16,19,2,11,794
1,2,5,28,6,14,31640
1,1,9,1,0,3,8744
2,3,3,1,0,1,25189
13,2,5,4,1,6,145
0,3,7,4,2,10,2212
1,4,9,4,2,12,199
2,2,6,3,2,5,7863
5,2,10,0,0,9,12498
4,3,13,2,0,10,9279
5,2,3,0,0,5,53234
1,0,4,0,0,2,17204
0,4,4,1,1,2,21539
2,0,6,27,0,0,85589
1,2,4,3,1,6,12709
3,6,6,1,2,7,20539
0,3,2,2,1,8,11674
6,1,6,7,0,0,199512
6,3,2,4,3,2,64900
14,4,26,39,4,30,1573
4,3,9,0,2,15,152
2,5,17,2,1,11,174
3,2,9,1,0,9,172
3,3,10,1,1,12,154
5,3,10,2,1,9,157
3,4,8,0,1,16,168
0,3,8,1,3,12,364
1,3,15,3,0,7,11967
0,1,17,4,0,5,9086
1,12,10,8,1,11,621
2,8,9,2,1,3,9037
7,7,9,1,0,8,10173
1,2,6,0,0,2,55687
12,12,16,7,2,6,168535
4,1,12,7,0,15,8845
4,1,5,4,0,5,46681
12,5,12,12,2,14,578
4,6,10,11,0,12,579
38,2,7,6,0,11,17692
0,4,13,4,0,2,17795
0,9,13,7,5,9,75
0,7,5,10,3,5,13891
3,6,14,0,1,8,9390
3,2,6,18,3,12,378
0,1,3,0,0,5,10896
1,3,16,3,3,9,2322
0,3,2,2,1,0,41240
2,1,4,4,1,2,26949
1,10,7,27,6,10,9819
0,4,3,2,0,0,49799
1,4,5,0,0,2,31908
3,1,10,3,2,12,46027
4,2,9,33,0,11,3179
3,4,2,6,2,4,1802
2,6,11,55,6,20,4232
2,3,10,36,3,20,9361
0,4,5,4,4,8,2928
0,4,7,0,0,3,30285
1,5,23,3,2,8,10549
0,3,6,0,0,3,58102
0,2,3,1,0,6,18451
0,4,4,21,7,12,27265
7,2,4,1,0,2,49935
6,3,3,0,0,9,8818
1,4,7,6,4,7,36758
7,1,3,18,0,13,36040
10,2,6,2,0,0,74239
3,2,16,2,1,7,9415
3,0,1,1,0,0,55146
2,1,3,4,0,4,303693
4,4,9,4,0,8,12145
7,2,3,2,0,0,42424
7,10,28,12,6,14,34314
3,2,2,0,0,2,2892
11,1,5,6,0,5,9404
0,2,5,0,0,2,85242
2,1,12,0,0,11,9622
3,1,5,2,0,6,8860
0,3,2,1,0,0,197537
2,4,3,0,0,2,66597
6,2,3,2,0,4,14832
0,6,10,79,11,17,9619
3,6,7,0,0,1,40506
0,1,7,2,0,0,31000
11,7,9,4,2,4,4104
0,3,4,0,0,3,26306
0,0,0,1,0,0,203829
6,0,2,3,0,2,43775
0,1,7,1,0,2,14908
0,4,4,25,0,1,784
0,1,4,1,1,9,12489
0,0,0,0,0,0,168283
2,2,12,0,0,3,16448
3,0,4,7,0,4,55936
0,3,4,2,0,1,17894
1,3,5,0,0,3,28059
1,3,4,2,0,9,58911
0,0,4,2,0,1,17949
4,5,6,2,3,7,1968
2,5,9,2,0,1,61563
0,4,7,6,1,11,66
0,2,5,0,0,1,20735
2,5,8,1,1,6,11419
0,0,0,0,0,0,333165
1,2,3,9,5,8,25796
6,8,27,52,8,14,638
8,7,15,11,3,11,25624
0,1,12,1,1,11,9366
4,1,2,0,0,1,60083
6,2,4,1,0,2,21915
0,0,5,0,0,1,90928
0,3,8,7,3,5,50091
2,4,10,2,0,3,18420
0,2,7,4,3,8,19952
1,3,3,0,0,10,9446
0,2,2,1,2,0,28005
9,14,22,2,2,6,9403
1,2,3,0,0,2,27322
8,6,14,5,1,12,10003
7,3,9,3,1,5,9311
1,1,3,1,1,7,11844
3,4,5,3,2,10,884
1,4,4,1,0,3,49806
1,7,5,57,5,19,1624
4,1,1,1,0,0,88423
2,5,5,10,3,6,16052
3,3,11,2,1,14,4477
1,3,1,19,1,7,24662
12,5,13,12,2,6,18423
1,4,2,7,0,0,76996
3,4,8,3,0,6,6499
24,6,9,0,0,2,50512
2,1,4,2,0,8,9405
3,7,7,8,7,11,12723
0,2,8,62,9,16,9360
0,6,12,2,1,7,9434
0,4,6,4,1,6,118991
6,1,3,3,1,0,21626
5,3,11,0,0,2,13982
1,3,3,0,1,0,93946
6,10,4,0,0,3,77223
0,3,4,0,0,2,31465
0,3,4,5,8,1,12793
1,4,5,2,0,0,102878
12,2,2,2,0,0,105763
1,5,2,0,3,7,9611
9,2,4,11,1,3,47694
3,3,10,0,0,10,10357
6,4,9,5,1,7,9977
5,9,13,8,7,7,816
1,3,11,6,3,7,2163
1,0,3,4,0,0,124680
0,3,2,0,0,5,16399
0,3,2,7,2,0,124843
0,1,8,0,0,2,31017
1,4,4,9,0,1,24645
0,1,3,3,0,1,49478
2,5,11,11,4,15,12499
74,8,32,103,5,26,18
0,2,2,0,0,0,68545
3,14,9,2,2,4,1811
2,2,1,7,1,3,109614
0,2,3,0,0,1,60082
2,4,3,1,2,1,105045
9,0,2,11,2,2,53023
0,0,4,1,0,1,64802
8,2,6,10,0,2,11239
4,1,5,8,1,4,50850
3,1,6,7,1,5,15321
0,4,5,5,2,3,2058
7,5,6,5,0,2,9450
0,1,1,0,0,2,125021
3,4,16,80,11,22,330
8,3,2,3,0,4,38523
2,1,3,2,1,6,16375
0,1,4,1,0,2,33660
0,2,2,0,0,1,59232
1,1,5,1,1,1,45671
1,3,7,7,3,6,17770
0,2,4,2,2,4,15170
5,4,35,15,7,15,1701
1,1,0,2,0,0,201445
3,3,4,8,0,5,26422
7,2,2,5,0,2,124642
3,4,9,68,8,27,1639
28,0,9,0,0,1,49235
2,4,5,10,4,1,106129
0,0,0,0,0,0,291634
1,4,4,1,1,0,107743
1,3,10,80,7,18,415
0,2,3,1,0,0,47686
5,2,8,6,5,5,65889
0,1,4,3,0,6,11103
1,6,14,28,3,18,11970
1,5,6,0,0,3,34941
5,4,1,13,0,2,407992
7,8,8,3,2,5,8874
6,0,3,4,0,5,17991
3,2,5,3,0,4,11956
2,2,4,3,0,7,266
1,7,14,25,3,26,754
0,4,4,0,0,2,37567
5,0,0,6,0,0,43771
11,0,1,0,0,1,124834
3,1,7,2,0,0,249358
5,1,1,0,0,2,111367
1,2,15,86,6,30,607
1,7,7,3,4,3,18080
0,1,4,1,0,1,38225
0,6,3,0,0,2,17834
53,24,31,128,11,33,686
2,3,1,4,4,1,65046
1,2,11,4,5,7,4421
2,4,11,59,1,17,9387
15,22,12,1,1,9,10603
0,5,17,5,5,10,2142
2,4,9,34,3,22,8413
1,2,7,4,2,10,10336
0,2,6,1,0,3,20737
1,3,2,0,2,6,9413
2,1,2,3,0,5,14585
0,2,4,3,1,1,18519
2,3,2,1,1,4,49462
7,3,7,4,2,11,8834
1,2,8,14,2,16,9458
9,5,16,3,1,6,8854
0,3,5,0,0,4,38295
0,4,11,0,0,5,22073
0,3,6,1,0,2,37244
3,2,11,10,5,10,4961
0,2,3,1,1,6,9416
3,3,14,6,4,5,26180
3,2,10,2,0,1,17832
7,5,26,71,7,22,9772
2,11,17,5,1,4,6072
10,1,22,1,1,11,1669
3,2,8,3,2,6,468
1,2,4,5,3,6,32519
5,1,5,3,0,7,108401
0,11,8,2,3,8,10806
2,2,6,35,6,15,9433
4,3,16,66,7,19,6623
20,7,35,59,8,28,2118
2,1,7,3,4,7,978
1,6,11,1,2,12,9437
4,6,4,0,0,2,29461
1,3,7,13,5,9,56651
6,4,14,6,4,9,10351
2,8,12,1,2,0,66588
15,9,22,1,0,10,2649
27,18,32,10,6,12,14289
3,6,13,4,2,13,10155
2,3,6,0,0,2,75250
0,1,4,0,1,1,20457
6,2,7,24,2,10,18355
8,25,16,6,5,15,33657
3,4,5,9,0,6,55306
1,7,8,3,4,9,68924
0,0,4,0,0,4,36434
2,4,10,1,0,8,2255
0,2,2,1,0,1,28353
19,2,9,4,2,7,9427
6,2,8,1,0,0,172545
5,2,5,1,0,1,17589
1,4,6,53,6,17,3597
12,13,22,2,3,12,1813
4,2,13,2,0,10,36797
2,2,12,0,2,7,12628
2,3,2,0,0,2,33344
4,0,0,5,1,4,25099
3,4,2,38,5,11,45019
0,1,6,1,0,1,63437
4,0,0,1,0,0,62422
0,3,9,23,6,12,782
3,1,6,0,1,5,29911
6,5,14,1,0,7,9827
3,4,6,3,2,2,1959
1,0,0,1,0,0,251481
3,2,10,1,1,7,8067
3,0,2,0,0,2,125052
8,10,7,15,12,7,45153
4,0,8,1,1,5,10871
2,1,4,4,2,11,14398
3,2,11,2,1,8,10890
0,2,3,1,3,0,99002
2,2,12,36,4,17,1281
0,2,6,0,0,2,32332
1,4,10,3,2,3,9770
0,2,6,3,4,9,12616
7,1,0,2,4,4,34838
5,5,5,16,2,7,14905
0,3,3,2,0,3,14583
7,4,15,20,6,17,11975
41,23,30,4,2,13,4995
3,3,12,0,0,7,9281
0,1,4,1,0,1,45928
1,8,11,18,5,23,563
0,4,6,6,3,6,61337
0,8,6,16,9,6,19931
2,2,5,0,0,1,31535
6,6,8,12,6,7,10215
10,5,9,3,0,3,9823
3,7,15,13,4,12,37165
0,4,3,2,0,1,45609
2,6,7,1,1,1,38904
0,2,1,0,0,1,45565
4,2,11,7,2,12,9407
22,5,23,61,4,27,4824
0,6,6,46,4,13,9444
1,8,22,5,5,8,9414
3,5,17,60,4,27,8078
7,3,3,1,1,2,29938
3,2,19,17,5,13,11831
0,4,5,0,1,4,2895
4,6,5,7,2,2,39177
0,2,7,1,0,1,19601
7,1,6,4,0,2,124606
2,1,12,1,0,0,42832
4,3,6,4,0,0,22797
0,11,11,0,3,6,2639
2,5,9,3,0,9,9574
16,19,14,15,7,16,10371
24,4,23,29,6,30,489
0,1,1,0,0,1,167738
0,0,0,0,0,0,293820
1,3,4,11,3,12,9714
0,0,0,0,0,0,102406
2,5,4,3,1,2,170430
2,5,10,1,2,7,8197
5,5,14,0,1,8,6283
0,0,0,0,0,0,279698
2,4,1,7,3,8,49728
0,1,0,0,0,0,64562
23,33,19,15,3,8,4233
2,3,3,1,0,3,191874
1,4,4,14,3,9,10217
3,1,1,2,0,0,438108
64,30,42,42,6,17,597
8,6,20,3,4,13,714
9,0,5,13,0,0,52537
4,1,2,5,1,2,12799
0,1,3,4,0,8,62394
9,8,19,1,2,10,9922
4,8,9,8,5,13,547
0,5,3,0,0,1,25994
16,6,10,0,3,6,184
4,0,1,7,6,6,9746
5,3,6,19,3,17,9438
5,8,28,69,8,21,115
1,2,2,3,3,6,26941
10,4,2,1,0,2,27103
1,3,6,0,0,6,9410
32,5,15,1,0,3,32302
3,0,2,1,0,1,216794
1,1,5,0,0,2,88863
0,0,0,1,0,0,154821
1,2,7,1,0,2,41417
0,1,5,1,0,11,12538
0,6,10,10,6,13,586
3,3,13,44,5,16,2666
0,6,4,1,0,1,46338
3,3,7,1,0,2,54007
0,1,9,52,3,27,11258
0,3,9,2,1,5,9490
1,1,8,30,2,16,9411
17,8,13,1,0,4,25719
0,4,8,0,0,9,9033
8,1,2,5,0,5,11220
12,3,9,5,0,3,21253
3,9,25,4,3,4,6116
2,2,11,62,2,18,9457
2,0,0,1,0,0,281289
4,0,3,0,0,1,43911
1,6,7,0,0,3,39424
2,0,0,1,0,0,44361
4,1,8,0,0,10,11702
10,3,12,9,5,6,2923
3,0,2,7,1,5,12238
10,3,16,0,1,8,11568
6,0,4,1,0,3,41577
0,1,5,6,2,8,66894
0,7,8,6,1,12,11003
1,2,9,51,5,15,10153
0,0,0,2,0,0,49645
1,1,7,29,5,10,47112
0,2,3,1,0,0,102732
2,3,5,1,0,4,30949
3,28,25,14,5,16,2898
1,3,13,1,1,5,9558
0,0,0,0,0,0,83593
5,2,8,3,3,2,320011
0,4,8,2,2,6,26269
11,5,15,69,11,26,11808
4,3,5,3,3,10,6970
1,2,5,0,0,3,47452
10,9,7,20,1,6,18205
4,0,3,3,0,0,36943
1,1,3,2,0,4,21736
5,5,5,0,0,2,17941
4,3,10,7,1,3,10668
11,6,14,1,0,11,9313
5,2,9,2,0,2,42807
15,8,11,3,0,6,617
0,4,7,0,1,1,36568
1,3,3,7,6,3,37272
22,1,5,4,0,5,5910
0,7,10,0,1,7,9440
3,2,3,1,0,2,53092
2,3,3,5,3,5,32911
0,3,2,0,0,2,44308
2,2,2,2,0,0,124821
1,3,1,0,1,3,32456
2,16,10,1,11,9,93350
0,0,1,0,0,1,62695
2,2,5,2,6,5,32144
2,6,7,2,3,4,17127
0,1,8,9,2,5,40688
0,3,8,0,0,1,17133
0,6,7,0,0,2,19848
0,0,0,0,0,1,17644
1,0,3,0,0,1,1774
0,3,4,2,0,1,30265
2,6,12,90,5,25,2157
1,1,3,0,0,2,70581
3,6,16,57,13,20,8838
0,2,4,2,8,8,29193
1,5,10,4,3,7,795
2,4,5,4,4,7,16980
1,0,4,0,0,2,27472
3,7,17,15,2,16,47881
15,4,10,6,3,5,9469
0,4,5,2,1,6,12488
0,2,6,0,0,1,98499
0,2,3,2,0,1,81367
9,4,3,5,1,8,267
8,3,4,2,3,4,16148
1,4,6,4,1,11,21252
3,1,5,3,0,3,73135
3,4,8,7,4,9,9449
3,2,12,3,0,6,6264
2,4,4,0,1,0,90414
8,2,5,3,0,2,188870
5,3,13,7,0,7,215373
1,4,9,3,0,1,78149
0,4,2,3,2,6,15513
0,6,5,1,0,1,31220
4,1,6,0,0,1,13907
3,7,8,3,3,7,29825
6,3,6,6,0,4,10622
6,0,0,5,0,0,30020
1,1,2,3,0,0,17139
3,1,3,3,0,0,34582
0,25,41,2,8,20,10216
2,1,13,4,2,11,9771
0,2,2,0,0,2,24560
9,1,2,0,1,0,76330
0,3,7,0,0,11,9448
6,0,5,2,0,3,38618
2,2,8,2,0,1,18316
0,4,6,0,0,2,78373
5,0,0,3,0,0,77514
4,4,8,0,0,1,49474
4,4,7,1,4,7,4415
0,3,2,2,0,0,39467
2,5,7,0,1,0,55561
0,8,18,80,5,28,8656
0,0,0,0,0,1,209345
4,2,6,0,1,1,58680
3,1,3,0,0,1,35161
2,4,6,0,1,1,35796
0,3,10,19,2,15,18937
35,4,39,84,8,30,929
3,14,23,7,5,12,9452
3,7,18,73,8,19,1878
0,5,5,18,2,11,9844
0,0,4,0,0,3,40505
5,1,20,4,6,6,14342
2,9,4,0,2,3,9715
5,2,5,18,0,2,26610
0,2,2,1,0,1,20064
6,3,6,0,0,2,40961
1,5,5,54,9,23,1965
19,3,5,12,4,3,312
36,8,18,19,3,11,6068
2,11,9,2,2,4,15037
0,3,3,2,1,1,50043
6,4,5,8,6,2,37636
1,2,2,0,0,1,17044
1,0,1,3,0,0,60951
3,0,0,0,0,2,21334
0,0,0,2,0,0,416437
2,2,3,2,0,0,32284
3,4,3,4,3,3,51955
6,5,7,0,0,2,37410
2,4,0,0,0,2,47481
0,3,4,9,1,5,53765
4,8,14,16,1,10,10674
1,1,4,2,0,1,136134
18,2,26,6,2,9,846
2,1,4,4,0,5,12655
1,5,10,3,1,7,3050
0,4,12,0,2,10,1389
8,8,2,6,1,9,11020
4,2,5,2,0,2,20862
4,1,1,3,0,0,108548
14,3,9,3,1,9,9464
6,10,51,70,8,30,95
4,7,10,70,3,28,944
3,2,0,0,2,1,35680
1,6,16,22,4,15,11551
7,1,5,1,1,8,473
1,3,1,2,0,0,102304
0,5,14,59,1,30,544
14,2,7,6,0,4,10513
1,3,7,0,1,5,28966
4,4,5,2,0,6,65203
7,2,12,3,0,16,143
12,3,8,4,1,9,42861
6,5,15,3,0,4,33680
7,8,2,1,0,3,56164
24,6,32,8,0,19,12311
3,4,5,5,0,8,43277
4,2,9,2,0,1,43278
70,16,55,11,0,10,34106
4,5,11,5,1,8,43266
5,4,9,3,0,10,27367
4,2,10,7,1,10,17661
22,11,26,12,1,10,28580
1,7,7,1,2,9,887
0,6,7,5,0,7,33667
7,1,16,0,0,4,23383
22,4,34,11,1,13,25430
6,8,19,2,0,3,27191
1,3,13,6,1,15,11426
4,2,16,2,0,9,654
6,6,15,7,1,14,15919
21,4,11,34,1,17,1725
4,8,6,2,0,5,5769
8,4,13,5,2,8,874
5,2,21,21,0,12,10633
1,6,12,12,3,8,17917
13,21,15,3,1,9,3116
9,1,10,17,0,16,1051
13,4,20,12,2,17,1366
7,4,8,19,5,9,12102
3,6,8,9,4,11,16619
0,2,15,14,3,7,9443
5,2,5,0,0,7,11050
3,4,10,7,3,11,606
10,3,15,17,3,15,746
14,9,16,33,4,21,380
9,3,4,19,2,19,403
2,1,4,2,0,9,11485
3,4,5,4,1,8,466
2,4,11,8,3,6,13820
3,1,2,0,0,2,15389
5,2,9,3,0,8,13597
5,1,7,2,5,7,2108
10,6,10,14,3,13,10014
9,8,11,5,0,8,10072
11,8,10,3,2,10,10131
20,8,15,2,1,8,10160
13,8,11,1,2,6,11284
